,Spill Number,Date Spill Reported,Spill Name,County,City/Town,Address,
2057,1611237,3/15/2017,MVA INTO GORGE ,Monroe,  ROCHESTER ,  SENECA PKWY AT MAPLEWOOD , 
2058,1611231,3/15/2017,GOODWIN - UST ,Westchester,  SOUTH SALEM ,  24 GILBERT STREET , 
2059,1611232,3/15/2017,FEEDER LINE 72 ,Bronx,  BRONX ,  WEBSTER AVE & E 205TH STREET , 
2060,1611233,3/15/2017,ANONYMOUS REPORT OF SPILL AND ODORS ,New York,  MANHATTAN ,  304 WEST 106TH STREET , 
2061,1611234,3/15/2017,COHEN RESIDENCE ,Westchester,  RYE ,  47 PARK DR SOUTH , 
2062,1611241,3/15/2017,COHEN RESIDENCE ,Westchester,  RYE ,  47 PARK DR SOUTH , 
2063,1611235,3/15/2017,BASEMENT ,Bronx,  BRONX ,  80 WEST KINGS BRIDGE ROAD , 
2064,1611236,3/15/2017,CITGO 58119 ,Kings,  BROOKLYN ,  5801 FLATLANDS AVE , 
2065,1611238,3/15/2017,MAN HOLE 27003 ,Bronx,  BRONX ,  HEGNEY PLACE AND 158 ST , 
2066,1611239,3/15/2017,PACM ,Queens,  JAMAICA ,  137-30 91ST AVE , 
2067,1611240,3/15/2017,MVA ,Livingston,  AVON ,  6331 ROUTES 5 AND 20 , 
2068,1611242,3/15/2017,LAJQI RES ,Putnam,  MAHOPAC ( MAILING) ,  15 RICHARD DR , 
2069,1611247,3/15/2017,RESIDENCE ,Putnam,  MAHOPAC ,  15 RICHARD DR , 
2070,1611243,3/15/2017,FLOWER BARN ,Suffolk,  MORICHES ,  1 MONTAUK HIGHWAY , 
2071,1611244,3/15/2017,PRIMROSE ELEMENTARY SCHOOL ,Westchester,  LINCOLNDALE ,  110 PRIMROSE STREET , 
2072,1611245,3/15/2017,SAMUEL HERMAN RESIDENCE ,Rockland,  SUFFERN ,  8 ANTOINETTE AVE , 
2073,1611246,3/15/2017,BASEMENT ,Orange,  WALDEN ,  89 HILL ST , 
2074,1611248,3/15/2017,NAT GRID TRANSFORMER FRONT ST POLE # 33 ,Schenectady,  SCHENECTADY ,  319 FRONT ST , 
2075,1611249,3/15/2017,26582 MANHOLE ,Bronx,  BRONX ,  WEBSTER AVE AND GUN HILL RD , 
2076,1611250,3/15/2017,ORANGE AND ROCKLAND UTIL ,Rockland,  SUFFERN ,  21 RIVER RD , 
2077,1611251,3/15/2017,MANHOLE 26585 ,Bronx,  BRONX ,  WEBSTER EAST 205TH , 
2078,1611252,3/15/2017,ROADWAY ,Livingston,  AVON ,  6274 EAST AVON LIMA RD , 
2079,1611253,3/15/2017,ROADWAY ,Orange,  MINISINK ,  119 HORTONS RD , 
2080,1611254,3/15/2017,BY A DOCK ONTO CRYSTAL LAKE ,Rensselaer,  SAND LAKE ,  CRYSTAL LAKE RD , 
2081,1611255,3/15/2017,INSTITUTE ,New York,  NEW YORK ,  1051 RIVERSIDE DRIVE , 
2082,1611256,3/15/2017,OWENS CORNING RT 32 FEURA BUSH RD ,Albany,  FEURA BUSH ,  1277 FEURA BUSH RD RT 32 , 
2083,1611257,3/15/2017,JEANPAUL KALONJI MVA IFO 5660 ROUTE 20 ,Madison,  EATON ,  IFO 5660 ROUTE 20 , 
2084,1611258,3/16/2017,UNKNOWN ,Nassau,  GLEN HEAD ,  4 COPPERFIELD ROAD , 
2085,1611259,3/16/2017,NAT GRID TRANSFORMER CENTRAL NASSAU RD ,Rensselaer,  EAST NASSAU ,  205 CENTRAL NASSAU RD , 
2086,1611260,3/16/2017,COMMERCIAL - AST ,Westchester,  MAMARONECK ,  516 WEST BOSTON POST RD , 
2087,1611261,3/16/2017,JACKSONS MARINA ,Suffolk,  HAMPTON BAYS ,  6 TEEPEE STREET , 
2088,1611262,3/16/2017,BACKYARD ,Putnam,  CARMEL ,  4 NICOLE WAY , 
2089,1611263,3/16/2017,HOME ,Bronx,  BRONX ,  3951 AMUNDSON AVE , 
2090,1611264,3/16/2017,PREMIER TIRE COMPANY ,Onondaga,  DEWITT ,  6070 OLD CT STREET; , 
2091,1611265,3/16/2017,BOULDS RESIDENCE ,St Lawrence,  NICHOLVILLE ,  3214 STATE HIGHWAY 11B , 
2092,1611266,3/16/2017,RANDAZZO RESIDENCE ,Suffolk,  SAG HARBOR ,  12 BAY VIEW DRIVE EAST , 
2093,1611267,3/16/2017,WINTHROP HOSPITAL ,Nassau,  MINEOLA ,  259 FIRST STREET , 
2094,1611268,3/16/2017,NYS ELECTRIC & GAS ,Seneca,  WATERLOO ,  371 EAST MAIN ST , 
2095,1611269,3/16/2017,NAT GRID TRANSFORMER HONE RD POLE 22 ,Otsego,  CHERRY VALLEY ,  263 HONE RD , 
2096,1611279,3/16/2017,SHOP ,Cattaraugus,  OLEAN ,  1690 OLEAN-PORTVILLE ROAD , 
2097,1611270,3/16/2017,FROM VEHICLE ,Essex,  AUSABLE FORKS ,  46 BIRCHWOOD , 
2098,1611271,3/16/2017,RESIDENTIAL APT COMPLEX ,Westchester,  RYE ,  720 MILTON RD , 
2099,1611272,3/16/2017,SHELL ,Suffolk,  NORTHPORT ,  15416 RTE 25A , 
2100,1611273,3/16/2017,ALL CITY AUTO PARTS FIRE ,Monroe,  ROCHESTER ,  1525 NORTH CLINTON AVE , 
2101,1611275,3/16/2017,MORAIS RESIDENCE ,Suffolk,  CENTER MORICHES ,  86 HEWITT BLVD , 
2102,1611276,3/16/2017,LI EXPRESS WAY ,Queens,  NEW YORK ,  LI EXPRESSWAY AND COLLEGE POINT BLVD , 
2103,1611277,3/16/2017,FULLER RD RAIL CROSSING RR MP QC 149 DERAILMENT ,Albany,  COLONIE ,  FULLER RD RAIL CROSSING , 
2104,1611278,3/17/2017,NORTOSKY RESIDENCE ,Nassau,  MERRICK ,  2816 RIVERSIDE AVENUE , 
2105,1611280,3/17/2017,TOWN OF OWEGO LEAK ,Tioga,  OWEGO ,  737 WAITS ROAD , 
2106,1611281,3/17/2017,ERIC JACKSON RESIDENCE ,Tioga,  APPALACHIN ,  444 WEST MAIN ST , 
2107,1611282,3/17/2017,SCARPITTA RENTAL ,Putnam,  LAKE CARMEL ,  44 RTE 311 , 
2108,1611284,3/17/2017,COMMERCIAL AIR PORT ,Queens,  JAMAICA ,  JFK AIRPORT BUILDING 60 , 
2109,1611283,3/17/2017,WALMART TLE ,Tompkins,  ITHACA ,  135 FAIR GROUNDS MEMORIAL PRKWY , 
2110,1611285,3/17/2017,REMLING RES ,Putnam,  MAHOPAC ,  4 BONIELLO DRIVE , 
2111,1611286,3/17/2017,ET-PLUS SUNOCO STATION ,Monroe,  ROCHESTER ,  540 PORTLAND AVENUE , 
2112,1611287,3/17/2017,CON ED ,Westchester,  CORTLAND ,  1922 EAST MAIN ST , 
2113,1611288,3/17/2017,BURIED TANK COMPLAINT ,Chemung,  VAN ETTEN ,  16 GEE ST. , 
2114,1611289,3/17/2017,BROOKHAVEN LANDFILL ,Suffolk,  YAPHANK ,  350 HORSEBLOCK ROAD , 
2115,1611290,3/17/2017,MOMENTIVE ROADWAY OUTSIDE OF BLDG 96 ,Saratoga,  WATERFORD ,  260 HUDSON RIVER RD , 
2116,1611325,3/17/2017,ABANDONED CONTAINER ,Monroe,  HENRIETTA ,  I-390 NB AT LEHIGH STATION ROAD , 
2117,1611291,3/17/2017,ROTH RESIDENCE ,Suffolk,  QUOGUE ,  12 EVERGREEN WAY , 
2118,1611292,3/17/2017,SUBURBAN DISPOSAL ,Ontario,  PHELPS ,  INTERSECTION ROUTES 488 AND 96 , 
2119,1611293,3/17/2017,COMMERCIAL ,Bronx,  BRONX ,  1910 BARTOW AVE , 
2120,1611294,3/17/2017,FASTRAC MARKET #211 ,Wayne,  ONTARIO ,  1933 ROUTE 104 , 
2121,1611295,3/17/2017,TRAILER ,Chenango,  GREENE ,  RT 12 - 132 CHENANGO VALLEY MOBIL PARK , 
2122,1611296,3/17/2017,KONDAK RESIDENCE ,Suffolk,  SHIRLEY ,  17 HOLLYWOOD DRIVE , 
2123,1611297,3/17/2017,TACONIC PLASTICS ODOR JONES RES (STILLMAN VILLAGE) ,Rensselaer,  PETERSBURGH ,  COON BROOK @ RT 22 , 
2124,1611298,3/17/2017,GHOSH RESIDENCE ,Nassau,  WILLISTON PARK ,  196 CANTERBURY ROAD , 
2125,1611299,3/17/2017,COLES RESIDENCE ,Suffolk,  AMITYVILLE ,  127 BROADWAY , 
2126,1611300,3/17/2017,HAIRSTON RESIDENCE ,Westchester,  MOUNT VERNON ,  68 ROCKLEDGE AVE , 
2127,1611301,3/17/2017,ALBANY COUNTY AIRPORT SICKER RD ,Albany,  LATHAM COLONIE ,  130 SICKER RD , 
2128,1611302,3/17/2017,ALBANY COUNTY AIRPORT AIRFIELD MAINT SICKER RD ,Albany,  ALBANY ZIP COLONIE LATHAM ,  130 SICKER RD , 
2129,1611303,3/17/2017,WINTHROP UNIVERSITY HOSPITAL ,Nassau,  MINEOLA ,  259 1ST STREET , 
2130,1611304,3/18/2017,SOIL ,Westchester,  YONKERS ,  619 VALLEY AVE , 
2131,1611305,3/18/2017,BASEMENT ,Bronx,  BRONX ,  3148 GRACE AVE , 
2132,1611306,3/18/2017,IN STATION ,Bronx,  BRONX ,  3134 PARK AVE , 
2133,1611307,3/18/2017,SOIL ROADWAY ,Delaware,  SIDNEY CENTER ,  DRAYTON RD , 
2134,1611308,3/18/2017,NORTHWELL GROUP ,Nassau,  WESTBURY ,  972 BRUSH HOLLOW RD , 
2135,1611309,3/18/2017,ISLE CHEM BUILDING ,Erie,  GRAND ISLAND ,  2801 LONG RD , 
2136,1611310,3/18/2017,UNKNOWN ,Suffolk,  BRENTWOOD ,  61 GATES AVENUE , 
2137,1611311,3/18/2017,SOIL ,Putnam,  KENT ,  44 ROUTE 311 , 
2138,1611312,3/18/2017,NATIONAL GRID ,St Lawrence,  POTSDAM ,  250 PUMPKIN HILL ROAD , 
2139,1611313,3/18/2017,CREEK BEHIND ADDRESS ,Suffolk,  HAMPTON BAYS ,  24 PENNY LANE , 
2140,1611314,3/18/2017,VEHICLE ACCIDENT ,Tompkins,  NEWFIELD ,  1774 W DANBY RD , 
2141,1611315,3/19/2017,CAR V DUMP TRUCK BURDECK ST @ DUANESBURG RD ,Schenectady,  ROTTERDAM ,  BURDECK ST @ DUANESBURG RD , 
2142,1611316,3/19/2017,IN THE YARD ,Putnam,  LAKE CARMEL ,  44 RT 311 , 
2143,1611317,3/19/2017,SIDE OF ROAD ,Erie,  BOWMANSVILLE ,  5330 GENESEE ST , 
2144,1611318,3/19/2017,GARMEL RESIDENCE ,Suffolk,  SAYVILLE ,  78 POTOMAC LANE , 
2145,1611319,3/19/2017,COMMERCIAL ,Nassau,  EAST MEADOW ,  1866 FRONT STREET , 
2146,1611320,3/19/2017,KAM TRUCKING ,Steuben,  BATH ,  I86 EASTBOUND , 
2147,1611321,3/19/2017,SCARPITTA- LAKE CARMEL ,Putnam,  LAKE CARMEL ,  ROUTE 311 GOING TO RT 52 ON THE RIGHT HAND SIDE , 
2148,1611322,3/20/2017,TRAFFIC ACCIDENT - IN MEDIAN ,Broome,  VESTAL ,  RTE 17 MILEPOST 233 @TIOGA CO LINE , 
2149,1611323,3/20/2017,MAN HOLE 3867 ,Westchester,  YONKERS ,  CENTRAL PARK AVE AND MILDREAD AVE , 
2150,1611324,3/20/2017,STOREROOM YARD ,Ulster,  HIGHLAND ,  RT 299 AND SOUTH ST , 
2151,1611326,3/20/2017,ROADWAY ,Orange,  WOODBURY ,  MILE MARKER 44.5 I-87 , 
2152,1611327,3/20/2017,IN-YARD ,Niagara, ,  1101 NIAGARA STREET , 
2153,1611328,3/20/2017,FEEDER LINE ,Kings,  BROOKLYN ,  BENSINE HUSRT AND GREENWOOD , 
2154,1611329,3/20/2017,WOOD FARMS ,Jefferson,  CAPE VINCENT ,  8970 COUNTY 9 , 
2155,1611330,3/20/2017,SIVERS PROPERTY ,Oswego,  OSWEGO ,  7112 STATE ROUTE 104 , 
2156,1611331,3/20/2017,POLE 69743 ,Kings,  BROOKLYN NY ,  2701 WEST 16TH ST , 
2157,1611332,3/20/2017,STORM DRAIN ,Westchester,  ELMSFORD ,  7 LOCUS STREET , 
2158,1611333,3/20/2017,PARKING LOT ,Onondaga,  SYRACUSE ,  CANAL ST , 
2159,1611334,3/20/2017,UNKNOWN ,Nassau,  GARDEN CITY ,  725 MERRICK AVENUE , 
2160,1611335,3/20/2017,RESIDENCE ,Suffolk,  AMAGANSETT ,  107 WINDMILL LANE , 
2161,1611336,3/20/2017,REAL ESTATE - TTF ,Westchester,  MOUNT VERNON ,  23 ORCHARD ST , 
2162,1611338,3/20/2017,UNKNOWN ,Suffolk,  SMITHTOWN ,  IFO 44 & 46 SANDY HOLLOW RD , 
2163,1611340,3/20/2017,BYRNE DAIRY #122 ,Ontario,  CANANDAIGUA ,  201 WEST AVENUE , 
2164,1611339,3/20/2017,POLE #425 ,Cortland,  MCGRAW ,  2872 RIDGE RD , 
2165,1611341,3/20/2017,PRIVATE RESIDENCE ,Schenectady,  SCHENECTADY ,  1659 AVE A , 
2166,1611363,3/20/2017,7-ELEVEN ,Ontario,  FARMINGTON ,  1283 NY ROUTE 332 , 
2167,1611342,3/20/2017,LOR-ROB FARMS MVA ,Genesee,  EAST BETHANY ,  5195 CACNER ROAD , 
2168,1611343,3/20/2017,IN ROADWAY ,Bronx,  BRONX ,  WESTCHESTER AVE @ SOUTHERN BLVD , 
2169,1611344,3/20/2017,GOLDMAN RESIDENCE ,Nassau,  GREAT NECK ,  77 CEDAR DRIVE , 
2170,1611345,3/20/2017,PRIVATE RESIDENCE ,Ulster,  ACCORD ,  4944 ROUTE 209 , 
2171,1611346,3/20/2017,SMITH ENVIRO LABORATORY ,Dutchess,  HYDE PARK ,  4 SCENIC DRIVE , 
2172,1611347,3/20/2017,INTERSECTION ,Kings,  BROOKLYN ,  19TH ST AT 10TH AVE , 
2173,1611348,3/20/2017,CONSTRUCTION SITE ,Kings,  BROOKLYN ,  MERRICK AVE AND CHERRY ST , 
2174,1611349,3/20/2017,GAS STATION ,Nassau,  ELMONT ,  1641 HEMPSTEAD TURNPIKE , 
2175,1611350,3/20/2017,RESIDENCE ,Suffolk,  CORAM ,  22 MARGARET DRIVE , 
2176,1611351,3/20/2017,CASORIA RESIDENCE ,Suffolk,  HAMPTON BAYS ,  6 RIDGEWOOD LANE , 
2177,1611337,3/20/2017,BUS TERMINAL ,Kings,  BROOKLYN ,  2352 EAST 69TH ST , 
2178,1611352,3/20/2017,HERKIMER SUNOCO ,Herkimer,  HERKIMER ,  430 MOHAWK ST , 
2179,1611353,3/21/2017,PAYAN RESIDENCE ,Queens,  ROSEDALE ,  243-08 149 AVE , 
2180,1611354,3/21/2017,POLE 59137 ,Kings,  BROOKLYN ,  FRONT 22979 AVE S , 
2181,1611355,3/21/2017,WESTCHESTER COUNTY AIRPORT ,Westchester,  WHITE PLAINS ,  240 AIRPORT RD BLD 11 , 
2182,1611419,3/21/2017,MOHAWK RIVER SPDES OUTFALL ,Schenectady,  SCOTIA ,  MAALWICK PARK RD , 
2183,1611357,3/21/2017,EASTMAN BUSINESS PARK BLD 304 ,Monroe,  ROCHESTER ,  1669 LAKE AVE , 
2184,1611356,3/21/2017,NYC TRANSIT ,Bronx,  BRONX ,  192ND ST AND KINGS BRIDGE RD , 
2185,1611358,3/21/2017,FLACK RESIDENCE ,Orange,  HIGHLAND MILLS ,  94 COUNTY RTE 105 , 
2186,1611359,3/21/2017,CHEN RESIDENCE ,Nassau,  ROSLYN HEIGHTS ,  112 STRATFORD NORTH , 
2187,1611360,3/21/2017,DAVIS RESIDENCE ,Nassau,  HEMPSTEAD ,  22 SUNNYSIDE AVENUE , 
2188,1611361,3/21/2017,MOFFITT BEACH CAMP GROUND ,Hamilton,  SPECULATOR ,  155 MOFFITT BEACH RD , 
2189,1611362,3/21/2017,SWANSON LANDSCAPING ,Suffolk,  EAST HAMPTON ,  10 WASHINGTON AVENUE , 
2190,1611364,3/21/2017,NAT GRID VEHICLE RT 7 ,Otsego,  WORCESTER ,  NYS RT 7 , 
2191,1611365,3/21/2017,ROCHESTER GAS AND ELECTRIC ,Monroe,  CHILI ,  9 SAN MATEO RD , 
2192,1611366,3/21/2017,TAPPAN ZEE CONSTRUCTION SITE ,Rockland,  NYACK ,  RIVER RD , 
2193,1611368,3/21/2017,SOUTH TRAFFIC CIRCLE ,Suffolk,  RIVERHEAD ,  7 PECONIC AVENUE/ NUGENT , 
2194,1611367,3/21/2017,GENGEMI - UST ,Westchester,  EASTCHESTER ,  109 LOCUST AVE , 
2195,1611369,3/21/2017,ROADWAY ,Queens,  QUEENS ,  2130 NEWTOWN AVE , 
2196,1611370,3/21/2017,DUFFY RESIDENCE ,Putnam,  PUTNAM LAKE ,  1 LIVONIA DRIVE , 
2197,1611371,3/21/2017,MACLEAN CURTIS ,Erie,  BUFFALO ,  50 THIELMAN DRIVE , 
2198,1611372,3/21/2017,WOODBURY HIGH DEPT ,Orange,  HIGHLAND MILLS ,  24 COUNTY ROUTE 105 , 
2199,1611373,3/21/2017,SPEEDWAY ,Nassau,  ISLAND PARK ,  4295 AUSTIN BOULEVARD , 
2200,1611374,3/21/2017,SPEEDWAY 7851 ,Nassau,  ROCKVILLE CENTRE ,  580 SUNRISE HIGHWAY , 
2201,1611375,3/21/2017,SOIL ,Montgomery,  FULTONVILLE ,  218 RIVER SIDE DRIVE , 
2202,1611376,3/21/2017,SPEEDWAY GAS STATION 7650 ,Nassau,  GREAT NECK ,  220 NORTHERN BOULEVARD , 
2203,1611377,3/21/2017,BACK 2 BACK TRUCKING MVA ,Steuben,  ERWIN ,  ERWIN HOLLOW ROAD , 
2204,1611378,3/21/2017,SPEEDWAY LLC ,Monroe,  GREECE ,  4350 DEWEY AVENUE , 
2205,1611379,3/21/2017,POLE TOP ,Monroe,  ROCHESTER ,  197 BOXART ST , 
2206,1611380,3/21/2017,ROADWAY ,Nassau,  BELLMORE ,  WYCKOFF/MITCHEL STREET , 
2207,1611381,3/21/2017,STORM DRAIN/DELPHI ,Monroe,  West Henrietta ,  5500 WEST HENRIETTA ROAD , 
2208,1611382,3/21/2017,ROADWAY ,Ontario,  SOUTH BRISTOL ,  BILLS RD AND STID HILL RD , 
2209,1611383,3/21/2017,CSX ,Albany,  SELKIRK ,  1 BELL CROSSING RD YARD , 
2210,1611385,3/21/2017,VEHICLE; IFO ,Bronx,  BRONX ,  700 E 140TH ST (X-JACKSON AVE) , 
2211,1611384,3/21/2017,JTS CORNER CAFE ,Suffolk,  NESCONSET ,  204 SMITHTOWN BOULEVARD , 
2212,1611386,3/21/2017,OER CONSTRUCTION SITE ,New York,  MANHATTAN ,  111 LEROY STREET , 
2213,1611387,3/21/2017,BUSINESS ,Westchester,  BEDFORD ,  16 BEDFORD BANKSVILLE RD , 
2214,1611388,3/21/2017,COOLEY RESIDENCE ,Suffolk,  CENTEREACH ,  159 NORTH WASHINGTON AVENUE , 
2215,1611389,3/21/2017,UNKNOWN ,Suffolk,  NESCONSET ,  32 BAUSS STREET , 
2216,1611390,3/21/2017,MAINLINE LINE TRACK ,Ulster,  SAUGERTIES ,  A/O KINGS HIGHWAY @ TISSAL RD , 
2217,1611391,3/21/2017,NY- PENN TRADE CENTER ,Broome,  JOHNSON CITY ,  435 MAIN ST - , 
2218,1611429,3/21/2017,RED ROOF INN ,Broome,  JOHNSON CITY ,  590 FAIRVIEW ST , 
2219,1611392,3/21/2017,VACANT LOT ,Queens,  JAMAICA ,  CORNER 122 AVENUE AND SMITH ST , 
2220,1611393,3/21/2017,PAD MOUNT ,Rockland,  SUFFERN ,  3 ESSEX LANE , 
2221,1611394,3/21/2017,TRACTOR TRAILER ACCIDENT ,Montgomery,  GLEN ,  RT 30A , 
2222,1611395,3/21/2017,FEEDER LINE ,Kings,  BROOKLYN ,  258 23RD ST , 
2223,1611396,3/22/2017,CONCRETE ,Kings,  BRONX ,  1615 BRONXDALE AVE , 
2224,1611397,3/22/2017,OLEAN WHOLE SALE ,Cattaraugus,  OLEAN ,  1587 HASKELL ROAD , 
2225,1611398,3/22/2017,NAT GRID TRANSFORMER THORNDALE RD POLE # 13 ,Albany,  SLINGERLANDS ,  69 THORNDALE RD , 
2226,1611399,3/22/2017,BUSINESS - PEARLMANS TOWING ,Albany,  ALBANY ,  31 VATRANO RD , 
2227,1611400,3/22/2017,ECKHART RES. ,Putnam,  CARMEL ,  12 GILEAD VIEW RD , 
2228,1611401,3/22/2017,RESIDENCE ,Oneida,  LEE CENTER ,  332 BROOK SIDE DRIVE , 
2229,1700541,3/22/2017,7614 OAK ORCHARD ROAD ,Genesee,  BATAVIA ,  7614 OAK ORCHARD ROAD , 
2230,1611402,3/22/2017,SARANAC LAKE SCHOOL/BUS GARAGE ,Essex,  SARANAC LAKE ,  1380 ROUTE 3 , 
2231,1611403,3/22/2017,POLE 7 ,Erie,  WEST SENECA ,  70 LAURELTON DR , 
2232,1611404,3/22/2017,ZIEGELER RESIDENCE ,Suffolk,  CORAM ,  6 BRENNER ROAD , 
2233,1611405,3/22/2017,FORT DRUM - US ARMY BASE ,Jefferson,  FORT DRUM ,  BUILDING 4900 , 
2234,1611406,3/22/2017,MORRISSETTE RESIDENCE ,Suffolk,  NORTH BABYLON ,  23 THOMAS DRIVE , 
2235,1611407,3/22/2017,UNKNOWN ,Suffolk,  CHERRY GROVE ,  135 LEWIS WALK , 
2236,1611408,3/22/2017,CON ED ,Westchester,  PELHAM MANOR ,  648 TIMPSON ST , 
2237,1611409,3/22/2017,ROADWAY ,Kings,  BROOKLYN ,  ATLANTIC AVE AND COLUMBIA ST , 
2238,1611410,3/22/2017,ROAD WAY ,Kings,  BROOKLYN ,  278 EAST , 
2239,1611411,3/22/2017,PICKUP GAS TANK SPILL ,Steuben,  CORNING ,  EAST CORNING RD WB , 
2240,1611412,3/22/2017,CONSTRUCTION SITE ,Orange,  NEWBURGH ,  ROUTE 9W , 
2241,1611413,3/22/2017,WOODBOURNE PO ,Sullivan,  WOODBOURNE ,  6169 ROUTE 42 , 
2242,1611414,3/22/2017,AT INTERSECTION ,Kings,  BROOKLYN ,  COLUMBIA AVE AND ATLANTIC AVE , 
2243,1611415,3/22/2017,AT INTERSECTION (80' SOUTH) ,Clinton,  SCHUYLER FALLS ,  SOPER ST AND RT 22B , 
2244,1611416,3/22/2017,PONCE RESIDENCE ,Dutchess,  WAPPINGERS FALLS ,  104 EDGE HILL DR , 
2245,1611417,3/22/2017,PADMOUNT ,Westchester,  RYE ,  1 CEDAR ST , 
2246,1611418,3/22/2017,POLE W55 ,Westchester,  WHITE PLAINS ,  1200 MAMARONECK AVE , 
2247,1611467,3/22/2017,2136 NFB LLC ,Erie,  TONAWANDA ,  2136 NIAGARA FALLS BLVD , 
2248,1700127,3/22/2017,6053 FILMORE ROAD ,Cayuga, ,  6053 FILMORE ROAD , 
2249,1611420,3/22/2017,COMMERCIAL ,Oswego,  OSWEGO ,  448 COUNTY ROUTE 1A , 
2250,1611421,3/22/2017,COMMERCIAL ,Onondaga,  SYRACUSE ,  211 VINE ST , 
2251,1611422,3/22/2017,SEAPORT SUBSTATION TRANSFORMER #5 ,New York,  MANHATTAN ,  237 FRONT ST , 
2252,1611423,3/22/2017,GATE 6 MAIN TERMINAL ,Westchester,  WHITE PLAINS ,  240 AIRPORT RD , 
2253,1611424,3/22/2017,UNKNOWN ,Suffolk,  LINDENHURST ,  604 WEST MONTAUK HWY , 
2254,1611425,3/22/2017,UNKNOWN ,Nassau,  LEVITTOWN ,  387 GARDINERS AVENUE , 
2255,1611426,3/23/2017,RESIDENCE ,Washington,  COSSAYUNA ,  181 KILBURN ROAD , 
2256,1611427,3/23/2017,TAPPAN ZEE BRIDGE ,Rockland,  NYACK ,  340 PIERMONT AVE , 
2257,1611428,3/23/2017,PLANT ,Essex,  TICONDEROGA ,  568 SHORE AIRPORT RD , 
2258,1611430,3/23/2017,ON PROPERTY PAVED PARKING LOT ,Monroe,  BROCKPORT ,  5251 SWEDEN WALKER RD , 
2259,1611431,3/23/2017,THRUWAY ,Madison,  KIRKVILLE ,  MM 273 .6 EAST BOUND , 
2260,1611432,3/23/2017,PRODUCTIVE TRANSPORTATION CARRIER ,Erie,  TONAWANDA ,  575 ENSMINGER ROAD , 
2261,1611433,3/23/2017,VAULT 2568 ,New York,  NEW YORK ,  UNIVERSITY PLACE AND EAST 14TH ST , 
2262,1611434,3/23/2017,HOWARD S MARKS ,Suffolk,  EAST HAMPTON ,  14 TYSON LANE , 
2263,1611435,3/23/2017,RESIDENCE ,Orange,  PORT JERVIS ,  701 EATONTOWN RD , 
2264,1611436,3/23/2017,ROADWAY ,Westchester,  WHITE PLAINS ,  28 MANHATTAN AVE , 
2265,1611437,3/23/2017,RESIDENCE ,Warren,  QUEENSBURY ,  389 HAVILAND ROAD , 
2266,1611438,3/23/2017,HAMMOND CENTRAL SCHOOL/BUS GARAGE ,St Lawrence,  HAMMOND ,  100 MILL STREET , 
2267,1611439,3/23/2017,RESIDENCE ,Rockland,  WEST NYACK ,  15 CARDINAL COURT , 
2268,1611440,3/23/2017,GAS STATION ,Westchester,  NEW ROCHELLE ,  720 MAIN ST , 
2269,1611441,3/23/2017,DEFENSE LOGISTICS RT 5 AMSTERDAM RD NAVAL DEPOT PK ,Schenectady,  SCOTIA GLENVILLE ,  RT 5 AMSTERDAM RD CORP PK IND PK NAVAL DEPOT , 
2270,1611442,3/23/2017,ROMANO - LINE ,Westchester,  KATONAH ,  133 PINESBRIDGE ROAD , 
2271,1611444,3/23/2017,FIRE DEPARTMENT ,Saratoga,  CLIFTON PARK ,  38 OLD ROUTE 146 , 
2272,1611443,3/23/2017,FUEL FARM ,Westchester,  WHITE PLAINS ,  240 AIRPORT RD , 
2273,1611445,3/23/2017,RESIDENCE ,Nassau,  LEVITTOWN ,  13 RING LANE , 
2274,1611446,3/23/2017,GROUND ,Chautauqua,  JAMESTOWN ,  207 WEST 8TH ST , 
2275,1611447,3/23/2017,MIRABITO ,Schenectady,  PATTERSONVILLE ,  1237 MUSELBECK ROAD , 
2276,1611449,3/23/2017,BUCKINGHAM APARTMENTS - AB ,Queens,  QUEENS ,  144-67 41ST AVE , 
2277,1611448,3/23/2017,SHAFT ,Ulster,  MARLBORO ,  5503 ROUTE 9W , 
2278,1611450,3/23/2017,CRYSTAL CLEAN TRUCK TROY SCHENECTADY @ RENSSELAER ,Albany,  LATHAM ,  TROY SCHENECTADY RD @ RENSSELAER AVE (RT 7) , 
2279,1611451,3/23/2017,ULSTER COMMUNITY COLLEGE ,Ulster,  KINGSTON ,  94 MARYS AVE , 
2280,1611452,3/23/2017,RESIDENCE ,Cortland,  WILLET ,  1357 CHURCH STREET , 
2281,1611453,3/23/2017,RESIDENCE ,Suffolk,  EAST NORTHPORT ,  22 MELROSE AVENUE , 
2282,1611454,3/23/2017,MIRABITO AT LEROY RESIDENCE ,Herkimer,  DANUBE ,  2409 RIVER ROAD , 
2283,1611455,3/23/2017,PAVEMENT AND SOIL ,Queens,  QUEENS ,  115-40 229 ST , 
2284,1611456,3/23/2017,RESIDENCE ,Queens,  LAURELTON ,  138-15 222ND STREET , 
2285,1611457,3/23/2017,BEST WOK ,Nassau,  MANHASSET ,  17 BAYVIEW AVENUE , 
2286,1611458,3/23/2017,NATIONAL GRID POLE 10 ,Oneida,  ROME ,  427 ANN ST , 
2287,1611459,3/23/2017,CON ED FEEDER 702 ,Queens,  QUEENS ,  65TH ST AND CATALPA AVE , 
2288,1611460,3/23/2017,RESIDENCE ,Suffolk,  PORT JEFFERSON ,  116 WILLIS AVENUE , 
