,Spill Number,Date Spill Reported,Spill Name,County,City/Town,Address,
1673,2106493,10/10/2021,NIAGARA RIVER - 43 11.26 N 079 03.26W ,Niagara,  LEWISTON ,  NIAGARA RIVER , 
1674,2106494,10/10/2021,CUMBERLAND FARMS #3141 ,Albany,  COHOES ,  1093 LOUDON RD , 
1675,2106495,10/10/2021,GRID TRANSFORMER ,St Lawrence,  MORRISTOWN ,  3671 STATE HIGHWAY 37 , 
1676,2106496,10/10/2021,NATIONAL GRID ,Schenectady,  SCHENECTADY ,  410 UNION ST , 
1677,2106497,10/11/2021,PECKHAM IND ,Greene,  ATHENS ,  763 SCHOHARIE TURNPIKE , 
1678,2106498,10/11/2021,COMMERCIAL ,Onondaga,  DEWITT ,  3701 JAMES STREET , 
1679,2106499,10/11/2021,RESIDENCE ,Oswego,  HASTINGS ,  6 WAGNER RD , 
1680,2106500,10/11/2021,COMMERCIAL ,Erie,  TONAWANDA ,  2995 RIVER ROAD , 
1681,2106501,10/11/2021,RGE VAULT AT CHURCH ,Monroe,  BRIGHTON ,  2131 ELMWOOD AVE , 
1682,2106502,10/11/2021,RESIDENTIAL ,Rensselaer,  STEPHENTOWN ,  16529 SR 22 , 
1683,2106503,10/11/2021,NORTH BRANCH FOOD MART ,Sullivan,  NORTH BRANCH ,  13 TRADING POST RD , 
1684,2106504,10/11/2021,NATIONAL GRID ,Albany,  ALBANY ,  43 BELENIA DR , 
1685,2106505,10/11/2021,CORNING INC ,Steuben,  PAINTED POST ,  905 ADDISON RD , 
1686,2106506,10/11/2021,CONSTRUCTION SITE - UST ,Westchester,  NEW ROCHELLE ,  GUION PLACE AND LINCOLN AVE , 
1687,2106507,10/11/2021,RESIDENTIAL ,Bronx,  BRONX ,  441 E164 ST/425 E164 STREET , 
1688,2106508,10/11/2021,COMMERCIAL ,Chautauqua,  HANOVER RD ,  NORTH HILL RD , 
1689,2106509,10/11/2021,LANG SEWAGE SMELL ,Sullivan,  NARROWSBURG ,  106 WOODOAK DRIVE , 
1690,2106510,10/11/2021,PAVEMENT AND SOIL ,Onondaga,  BALDWINSVILLE ,  31 AND OAK BROOK RD , 
1691,2106511,10/11/2021,RESIDENTIAL ,Clinton,  PLATTSBURGH ,  260 CHAMPLAIN DRIVE , 
1692,2106512,10/11/2021,COMMERCIAL ,Saratoga,  WATERFORD ,  260 HUDSON RIVER ROAD , 
1693,2106513,10/11/2021,STREET ,Erie,  BUFFALO ,  56 DUNDEE ST , 
1694,2106514,10/11/2021,NATIONAL GRID VEHICLE ,Oneida,  BOONVILLE ,  222 SCHUYLER ST , 
1695,2106515,10/11/2021,RESIDENCE ,Suffolk,  MASTIC ,  14 PITTS AVE , 
1696,2106516,10/11/2021,SMALL UNKN NAMED CREEK ,Monroe,  GREECE ,  GREENLEAF RD @ LAKE ONTARIO STATE PKWY , 
1697,2106517,10/11/2021,WITH IN BUILDING ,Queens,  MASPETH ,  4805 GRAND AVE , 
1698,2106518,10/11/2021,HECKSCHER STATE PARK ,Suffolk,  EAST ISLIP ,  WEST END FIELD 6 , 
1699,2106519,10/11/2021,WASTE MANAGEMENT I-81 ,Jefferson,  WATERTOWN ,  SOUTH OF EXIT 49 , 
1700,2106520,10/11/2021,FILKINS RESIDENCE ,Rensselaer,  HOOSICK FALLS ,  405 WILSON HILL RD , 
1701,2106521,10/11/2021,UNKNOWN ,Nassau,  MASSAPEQUA PARK ,  145 PACIFIC STREET , 
1702,2106522,10/11/2021,DIGEORGIO PROPERTY ,Herkimer,  FRANKFORT ,  146 CARTER LANE RD , 
1703,2106523,10/11/2021,ROULETTE RESIDENCE ,Suffolk,  MEDFORD ,  61 MATSUNAYE DRIVE , 
1704,2106524,10/11/2021,POLE 8 ,Warren,  NORTH CREEK ,  55 COBBLE CREEK RD , 
1705,2106525,10/11/2021,RESIDENTIAL ,Onondaga,  SYRACUSE ,  2341 VALLEY DR , 
1706,2106526,10/11/2021,INGLE RESIDENCE ,Suffolk,  ROCKY POINT ,  46 SOMERSET RD , 
1707,2106527,10/11/2021,WC AIRPORT ,Westchester,  WEST HARRISON ,  240 AIRPORT RD. , 
1708,2106528,10/11/2021,DOTMANI RESIDENCE ,Nassau,  FRANKLIN SQUARE ,  948 SHELBOURNE DR , 
1709,2106529,10/12/2021,O&R POLE 46597/56812 ,Sullivan,  BLOOMINGBURG ,  104 MAMAKATING RD , 
1710,2106530,10/12/2021,E CARTING - MVA ,Westchester,  HARRISON ,  I-684 NB MP 1.5 , 
1711,2106531,10/12/2021,UNKNOWN ,Suffolk,  DEER PARK ,  505 GRAND BLVD , 
1712,2106532,10/12/2021,PEPSI COMPANY ,Monroe,  GREECE ,  2440 WEST RIDGE ROAD , 
1713,2106621,10/12/2021,MCDONALD'S PARKING LOT ,Wayne,  WILLIAMSON ,  4090 PEARSALL STREET , 
1714,2106533,10/12/2021,QUIKSTOP GAS STATION ,Monroe,  ROCHESTER ,  2440 WEST RIDGE RD , 
1715,2106534,10/12/2021,BIOLOGICAL_TRAILERPARK ,Chenango,  CHENANGO FORKS ,  109 CHENANGO SHORES LANE , 
1716,2106535,10/12/2021,FORMER GILL'S GARAGE ,Jefferson,  NATURAL BRIDGE ,  43968 NYS ROUTE 3 , 
1717,2106536,10/12/2021,SUBURBAN PROPANE ,Steuben,  ARKPORT ,  66 WEST AVENUE , 
1718,2106538,10/12/2021,THOMPSON SANITATION ,Sullivan,  FORESTBURGH ,  FORESTBURGH RD , 
1719,2106539,10/12/2021,RG&E TRUCK AT LOCATION ,Monroe,  ROCHESTER ,  1000 LEXINGTON AVE , 
1720,2106540,10/12/2021,O&R PADMOUNT ,Orange,  MONTGOMERY ,  51 FERNICH COURT , 
1721,2106542,10/12/2021,KLOORFIN RESIDENCE ,Orange,  CHESTER ,  16 BIANCA BLVD , 
1722,2106543,10/12/2021,ON ROAD ,Onondaga,  CAMILLUS ,  105 OAK RIDGE DRIVE , 
1723,2106544,10/12/2021,WATERVLIET ARSENAL ,Albany,  WATERVLIET ,  1 BUFFINGTON STREET , 
1724,2106545,10/12/2021,O&R VEHICLE ,Rockland,  HAVERSTRAW ,  51 GURNEY AVE , 
1725,2106546,10/12/2021,LS POWER ,Schenectady,  SCHENECTADY ,  3260 CURRYBUSH RD , 
1726,2106547,10/12/2021,RESIDENTIAL ,Erie,  BUFFALO ,  743 ASHLAND AVE , 
1727,2106548,10/12/2021,TICONDEROGA WWTP ,Essex,  TICONDEROGA ,  219 MONTCALM ST , 
1728,2106549,10/12/2021,SPEEDWAY ,Nassau,  HEMPSTEAD ,  2650 LONG BEACH RD , 
1729,2106550,10/12/2021,SURAPANAENE - UST ,Rockland,  NEW CITY ,  42 KINGS HIGHWAY , 
1730,2106551,10/12/2021,NORLITE ,Albany,  COHOES ,  628 SOUTH SARATOGA ROAD , 
1731,2106552,10/12/2021,KEYMEL FARMS/BEAR CREEK ,Wayne,  ONTARIO ,  7161 FURNACE RD , 
1732,2106575,10/12/2021,CORNING ,St Lawrence,  CANTON ,  334 COUNTY ROUTE 16 , 
1733,2106553,10/12/2021,RGE TRANSFORMER AT COMMERCIAL PROPERTY ,Monroe,  ROCHESTER ,  905 CULVER ROAD , 
1734,2106554,10/12/2021,SOIL ,Sullivan,  JEFFERSONVILLE ,  5 MAPLE AVE , 
1735,2106556,10/12/2021,NAT GRID PAD 4610 ,Genesee,  BATAVIA ,  4610 SAILE DR , 
1736,2106557,10/12/2021,CHURCHTOWN SWITCHING STATION ,Columbia,  CLAVERACK ,  565 ORCHARD RD , 
1737,2106558,10/12/2021,ROCKER RESIDENCE ,Westchester,  CROTON ON HUDSON ,  14 HIGH ST , 
1738,2106559,10/12/2021,RESIDENCE ,Nassau,  LEVITTOWN ,  603 GARDINERS AVENUE , 
1739,2106560,10/12/2021,FORT DRUM TANK TRAIL ,Jefferson,  WILNA ,  COOLIDGE RD. & ANTWERP TANK TRAIL. , 
1740,2106561,10/12/2021,ROSCOE NURSING HOME ,Delaware,  ROSCOE ,  420 ROCKLAND RD , 
1741,2106562,10/12/2021,JEANNE MARIANO ,Rensselaer,  TROY ,  66 SWEETMILK CREEK RD , 
1742,2106563,10/12/2021,RESIDENCE ,Suffolk,  CENTEREACH ,  28 BERNARD PLACE , 
1743,2106564,10/12/2021,GAS STATION ,Allegany,  BOLIVAR ,  500 MAIN ST , 
1744,2106565,10/12/2021,RMN PROPERTIES ROBERT NOLAN ,Albany,  RAVENA ,  2447 RTE 9W , 
1745,2106566,10/12/2021,MCDERMETT HARLEY DAVIDSON ,Washington,  FORT ANN ,  4294 US-4 , 
1746,2106567,10/12/2021,INFRONT OF ADDRESS ,Kings,  BROOKLYN ,  104 BARTLETT PLACE , 
1747,2106568,10/12/2021,COMMERCIAL ,Erie,  CLARENCE ,  8585 WEHRLE DR. , 
1748,2106569,10/12/2021,HARD STAND 62 ,Queens,  queens ,  JFK AIRPORT , 
1749,2106570,10/12/2021,LOUIS SEDEKERSKY ,Delaware,  SIDNEY ,  18068 ST RTE 8 , 
1750,2106571,10/12/2021,HUDSON RIVER ,Columbia,  HUDSON ,  600 YARDS SOUTH OF HOLLENBECK RD. INTERSECTION , 
1751,2106572,10/13/2021,MACK RESIDENCE ,Suffolk,  WATER MILL ,  450 DEERFIELD RD , 
1752,2106573,10/13/2021,SOIL AND GRASS ,Erie,  GETZVILLE ,  124 MONTBLEU DRV , 
1753,2106574,10/13/2021,COMMERCIAL ,Allegany,  CUBA ,  39 EAST MAIN STREET , 
1754,2106576,10/13/2021,PAVEMENT AND STORM DRAIN ,Saratoga,  MALTA ,  400 STONE BREAK RD EXT , 
1755,2106577,10/13/2021,CARDINAL USED AUTO PARTS ,Dutchess,  HYDE PARK ,  199 CARDINAL ROAD , 
1756,2106578,10/13/2021,RESIDENCE ,Suffolk,  MEDFORD ,  2803 CONNECTICUT AVE , 
1757,2106579,10/13/2021,KLUSSMAN RESIDENCE ,Nassau,  WESTBURY ,  2485 SALISBURY ROAD , 
1758,2106580,10/13/2021,GRIFFIS AIRFORCE BASE ,Oneida,  ROME ,  440 GEIGER RD , 
1759,2106581,10/13/2021,PAPALIA - UST ,Westchester,  MOUNT KISCO ,  22 FAIRWAY DRIVE , 
1760,2106582,10/13/2021,SCHNEIDER RESIDENCE ,Nassau,  MASSAPEQUA PARK ,  228 WALKER ST , 
1761,2106848,10/13/2021,DJM EQUIPMENT LLC ,Monroe,  FAIRPORT ,  7216 PITTSFORD-PALMYRA RD , 
1762,2106583,10/13/2021,RESIDENTIAL - UST ,Westchester,  BRONXVILLE ,  15 EASTWAY , 
1763,2106584,10/13/2021,WEISER - UST ,Westchester,  NEW ROCHELLE ,  26 ELIZABETH RD , 
1764,2106585,10/13/2021,JUNKYARD OR STORAGE ,Suffolk,  SOUTHAMPTON ,  445 COUNTY RD 39 , 
1765,2106586,10/13/2021,ROADWAY ,Onondaga,  BREWERTON ,  9498 MADISON AVE , 
1766,2106587,10/13/2021,BEHIND BUILDING ,Cayuga,  AUBURN ,  315 WEST GENESSEE ST , 
1767,2106588,10/13/2021,ROADWAY ,Erie,  BUFFALO ,  189 ST LAWRENCE AVE , 
1768,2106589,10/13/2021,NYSEG SUBSTATION ,Chemung,  ELMIRA ,  349 JUDSON ST , 
1769,2106590,10/13/2021,STRAUSS WELL ,Chemung,  PINE CITY ,  129 ANTES RD , 
1770,2106591,10/13/2021,SYLVAMO ,Essex,  TICONDEROGA ,  568 SHORE AIRPORT RD , 
1771,2106592,10/13/2021,CORNING INC ,Steuben,  PAINTED POST ,  1 SCIENCE CENTER DR , 
1772,2106593,10/13/2021,UNITED RD TRUCK ,Dutchess,  POUGHKEEPSIE ,  1143 DUTCHESS TURNPIKE , 
1773,2106594,10/13/2021,PBS 9-119733 SUNOCO ,Allegany,  CUBA ,  92 GENESEE ST , 
1774,2106595,10/13/2021,QUICKLEE'S 004 ,Monroe,  HENRIETTA ,  375 KENNETH DR , 
1775,2106596,10/13/2021,LOVES TRUCK STOP ,Columbia,  CANAAN ,  12845 NY RT 22 , 
1776,2106597,10/14/2021,NYSEG ,Schuyler,  WATKINS GLEN ,  2231 COUNTY ROAD 16 , 
1777,2106598,10/14/2021,RESIDENCE ,Madison,  SMITHFIELD ,  5217 SWAMP RD , 
1778,2106599,10/14/2021,SOIL / DITCH ,Essex,  MORIAH ,  174 WHITERBEE , 
1779,2106600,10/14/2021,BUCK PROPERTY ,Oneida,  YORKVILLE ,  3 WEST WHITESBORO ST , 
1780,2106601,10/14/2021,COUNTY WASTE ,Columbia,  CHATHAM ,  WOODRIDGE AVE , 
1781,2106602,10/14/2021,SOIL ,Cayuga,  AUBURN ,  6697 EAST LAKE RD , 
1782,2106603,10/14/2021,COMMERCIAL SITE REDEVELOPMENT ,Schenectady,  SCHENECTADY ,  1806 ERIE BLVD , 
1783,2106604,10/14/2021,YONKERS SCHOOL #28 ,Westchester,  YONKERS ,  18 ROSEDALE ROAD , 
1784,2106605,10/14/2021,ANNUNZIATA - UST ,Rockland,  STONY POINT ,  283 WEST MAIN ST , 
1785,2106607,10/14/2021,PUCILLO - UST ,Westchester,  CHAPPAQUA ,  95 OLD FARM RD NORTH , 
1786,2106637,10/14/2021,THOMAS CREEK NEAR O'CONNOR RD ,Monroe,  FAIRPORT ,  THOMAS CREEK , 
1787,2106608,10/14/2021,SYLVAMO TICONDEROGA MILL ,Essex,  TICONDEROGA ,  568 SHORE AIRPORT ROAD , 
1788,2106606,10/14/2021,GLOBAL TERMINAL DRILL ONLY ,Nassau,  GLENWOOD LANDING ,  300 SHORE ROAD , 
1789,2106609,10/14/2021,RED ROCHESTER ,Monroe,  ROCHESTER ,  1200 RIDGEWAY AVENUE , 
1790,2106610,10/14/2021,SHEEN ON DISCHARGE ,Queens,  LONG ISLAND CITY ,  38-54 VERNON BLVD , 
1791,2106611,10/14/2021,KESSLERING SITE ,Saratoga,  BALLSTON SPA ,  350 ATOMIC PROJECT ROAD , 
1792,2106612,10/14/2021,HOLY ASCENSION MONASTERY ,Ulster,  BEARSVILLE ,  521 COLDBROOK RD , 
1793,2106613,10/14/2021,O&R ,Orange,  MIDDLETOWN ,  19 JAMES CLARK DRIVE , 
1794,2106614,10/14/2021,ROLLOVER_WEITSMAN ,Broome,  CHENANGO ,  I88 WESTBOUND EXIT RAMP TO I81 SOUTHBOUND , 
1795,2106615,10/14/2021,INDUSTRIAL ,Bronx,  BRONX ,  1120 BRONX RIVER AVE , 
1796,2106617,10/14/2021,JOHN SEACORD ,Schenectady,  SCHENECTADY ,  2570 EDGEWOOD AVENUE , 
1797,2106616,10/14/2021,WILSON/SMITH - AST ,Westchester,  SCARSDALE ,  25 RUGBY LANE , 
1798,2106618,10/14/2021,FIRST STUDENT BUS ,Erie,  BUFFALO ,  HUMBOLDT AND E FERRY , 
1799,2106619,10/14/2021,EAST NEW YORK BUS DEPOT ,Kings,  BROOKLYN ,  25 JAMAICA AVE , 
1800,2106620,10/14/2021,GASOLINE_HOOPERRD ,Broome,  UNION ,  HOOPER ROAD AND COUNTRY CLUB ROAD , 
1801,2106622,10/14/2021,STORM DRAIN ,Albany,  COLONIE ,  WB ALT 7 MILE .6 , 
1802,2106624,10/14/2021,DOWNEY OIL (DOWNEY ENERGY) ,Putnam,  COLD SPRING ,  3 BROOK ST , 
1803,2106623,10/14/2021,PAVEMENT AND CONCRETE ,Genesee,  CORFU ,  8484 ALLEGANY RD , 
1804,2106625,10/14/2021,INSIDE THE TRAILER ,Queens,  MASPATH ,  4915 MASPETH AVE , 
1805,2106626,10/14/2021,IBM TRASH COMPACTOR ,Westchester,  YORKTOWN ,  1101 KITCHAWAN RD , 
1806,2106627,10/14/2021,AMERICAN LEGION - ARGONNE POST 71 ,Putnam,  BREWSTER ,  21 ICE POND RD , 
1807,2106628,10/14/2021,GRAVEL TRAIN TRACK; STONE ,Bronx,  BRONX ,  WEST 225 ST OFF BROADWAY , 
1808,2106629,10/14/2021,MTA TRAIN YARD ,Bronx,  BRONX ,  82 W 225TH ST , 
1809,2106630,10/14/2021,CON ED O/H TRANSFORMER FIRE ,Westchester,  YONKERS ,  346 VAN CORTLANDT PARK AVE , 
1810,2106631,10/14/2021,AIR - ODOR COMPLAINT ,Sullivan,  NARROWSBURG ,  ARENA COURT AND WOODOAK DRIVE , 
1811,2106632,10/15/2021,XPO ,Orange,  MONTGOMERY ,  120 NEELEYTOWN RD , 
1812,2106633,10/15/2021,CUMBERLAND FARMS #3129 ,Washington,  HUDSON FALLS ,  21 FEEDER ST , 
1813,2106634,10/15/2021,RIT ICE RINK COMPRESSOR LEAK ,Monroe,  HENRIETTA ,  22 LOMB MEMORIAL DRIVE , 
1814,2106658,10/15/2021,5490 EAST LAKE ROAD ,Ontario,  HONEOYE ,  5490 EAST LAKE ROAD , 
1815,2106635,10/15/2021,IN APARTMENT ,Kings,  BROOKLYN ,  248 MCKIBBIN ST , 
1816,2106636,10/15/2021,RESIDENTIAL ,Queens,  FLUSHING ,  7511 195 ST , 
1817,2106638,10/15/2021,NATIONAL GRID SOIL ,Saratoga,  CLIFTON PARK ,  1 LUZERNE COURT , 
1818,2106639,10/15/2021,NAT GRID RITE OF WAY ,Albany,  MENANDS ,  PRIVATE RD C , 
1819,2106640,10/15/2021,BJ'S WHOLESALE - GAS STATION ,Nassau,  WESTBURY ,  6049 BRUSH HOLLOW ROAD , 
1820,2106641,10/15/2021,UNKNOWN ,Suffolk,  NORTHPORT ,  22 NEW HARBOR ROAD , 
1821,2106642,10/15/2021,MVA ,Suffolk,  BRENTWOOD ,  LIE EASTBOUND NEAR EXIT 53 , 
1822,2106643,10/15/2021,PB AIRPORT ,Clinton,  PLATTSBURGH ,  42 AIRPORT LANE , 
1823,2106644,10/15/2021,PB AIRPORT ,Clinton,  PLATTSBURGH ,  42 AIRPORT , 
1824,2106645,10/15/2021,MUNICIPAL ,Erie,  BUFFALO ,  1300 ELMWOOD AVE , 
1825,2106646,10/15/2021,PB AIRPORT ,Clinton,  PLATTSBURGH ,  42 AIRPORT LN , 
1826,2106647,10/15/2021,PB AIRPORT ,Clinton,  PLATTSBURGH ,  42 AIR PORT LANE , 
1827,2106648,10/15/2021,PB AIRPORT ,Clinton,  PLATTSBURGH ,  42 AIRPORT LANE , 
1828,2106649,10/15/2021,SECONDARY CONTAINMENT ,Clinton,  PLATTSBURGH ,  42 AIRPORT LANE , 
1829,2106650,10/15/2021,PB AIRPORT ,Clinton,  PLATTSBURGH ,  42 AIRPORT LN , 
1830,2106651,10/15/2021,PB AIRPORT ,Clinton,  PLATTSBURGH ,  42 AIRPORT LN , 
1831,2106652,10/15/2021,PB AIRPORT ,Clinton,  PLATTSBURGH ,  42 AIRPORT LA , 
1832,2106653,10/15/2021,EASTCHESTER CREEK ,Westchester,  MOUNT VERNON ,  40 CANAL ST , 
1833,2106654,10/15/2021,OK PETROLEUM FUEL TERMINAL ,Suffolk,  AMITYVILLE ,  25 STERLING PLACE , 
1834,2106655,10/15/2021,IRONWOOD ,Monroe,  ROCHESTER ,  285 WEIDNER RD , 
1835,2106656,10/15/2021,PENFIELD SCHOOL DISTRICT ,Monroe,  PENFIELD ,  2075 FIVE MILE LINE RD , 
1836,2106657,10/15/2021,SOIL ,Orange,  WASHINGTONVILLE ,  87 EAST MAIN ST , 
1837,2106659,10/15/2021,VOGELER RESIDENCE ,Orange,  TUXEDO ,  700 EAGLE VALLEY RD , 
1838,2106660,10/15/2021,RESIDENTIAL - UST ,Westchester,  YONKERS ,  57 BELMONT AVE , 
1839,2106661,10/15/2021,ESSEX COUNTY CHERRY MOUNTAIN ,Clinton,  PERU ,  1159 PEASLEYVILLE RD , 
1840,2106662,10/15/2021,HORNBOSPEL RESIDENCE ,Nassau,  OYSTER BAY COVE ,  151 COVE NECK RD , 
1841,2106663,10/15/2021,COMMERCIAL ,Wyoming,  BLISS ,  4189 ROUTE 78 , 
1842,2106664,10/15/2021,LYMAN RESIDENCE ,Saratoga,  STILLWATER ,  30 COLONIAL RD , 
1843,2106665,10/15/2021,ANDES MOTEL ,Delaware,  ANDES ,  110 MAIN STREET , 
1844,2106666,10/15/2021,CENTRAL BUS CNYRTA MAIN GARAGE ,Onondaga,  SYRACUSE ,  200 CORTLAND AVE , 
1845,2106668,10/15/2021,HILLSIDE TOYOTA ,Queens,  QUEENS ,  139-65 QUEENS BLVD , 
1846,2106669,10/15/2021,KISMET BEACH PLANE CRASH ,Suffolk,  BAY SHORE ,  KISMET BEACH FIRE ISLAND , 
1847,2106670,10/15/2021,CONCRETE AND SOIL ,Bronx,  BRONX ,  2943 FENTON AVE , 
1848,2106671,10/15/2021,FORT DRUM ,Jefferson,  LERAY ,  BLD 2490 UAV RD , 
1849,2106672,10/15/2021,AMAZON WAREHOUSE DNY4 ,Nassau,  BETHPAGE ,  201 GRUMMAN RD WEST , 
1850,2106673,10/15/2021,DEFELICE RESIDENCE ,Suffolk,  RONKONKOMA ,  547 BEAVER LANE , 
1851,2106674,10/16/2021,VEHICLE IN CANAL ,Monroe,  BROCKPORT ,  EAST CANAL RD AT OWENS RD , 
1852,2106675,10/16/2021,ORANGE ROCKLAND UTIL ,Orange,  MONROE ,  315 ROUND LAKE TERRACE , 
1853,2106676,10/16/2021,RESIDENCE ,Nassau,  FARMINGDALE ,  10 DEAN ST , 
1854,2106677,10/16/2021,DOOLING RESIDENCE ,Suffolk,  EAST PATCHOGUE ,  57 GEORGE ST , 
1855,2106678,10/16/2021,GREAT SOUTH BAY ,Suffolk,  EAST ISLIP ,  HECKSCHER STATE PARK FIELD 7 , 
1856,2106679,10/16/2021,ROADWAY MVA ,Onondaga,  SYRACUSE ,  606 HIAWATHA BLVD , 
1857,2106680,10/16/2021,RESIDENCE ,Bronx,  BRONX ,  512 LOGAN AVE , 
1858,2106681,10/16/2021,HODES RESIDENCE ,Nassau,  FARMINGDALE ,  39 WEST CHESTNUT ST , 
1859,2106682,10/17/2021,CUMBERLAND FARMS ,Suffolk,  SOUTHAMPTON ,  13 COUNTY RD 39 , 
1860,2106683,10/17/2021,IN FRONT OF 1ST NIAGARA CENTER ,Erie,  BUFFALO ,  MAIN ST , 
1861,2106684,10/17/2021,UNKNOWN ,Suffolk,  SMITHTOWN ,  305 EAST MAIN ST , 
1862,2106685,10/17/2021,ILANTO RESIDENCE ,Nassau,  FARMINGDALE ,  10 DEAN ST , 
1863,2106686,10/17/2021,SAW MILL RIVER ,Westchester,  PLEASANTVILLE ,  424 WASHINGTON AVE , 
1864,2106687,10/17/2021,WESTCHESTER AIRPORT GATE 2 ,Westchester,  WEST HARRISON ,  240 AIRPORT RD , 
1865,2106688,10/17/2021,CUMBERLAND FARMS # 3182 ,Washington,  WHITEHALL ,  191 BROADWAY , 
1866,2106689,10/18/2021,ROADWAY MVA ,Westchester,  ELMSFORD ,  540 SAW MILL RIVER RD , 
1867,2106690,10/18/2021,ZZ PETROLEUM ,Saratoga,  MALTA ,  2429 RT 9 , 
1868,2106691,10/18/2021,TOWN LINE AUTO ,Wayne,  WOLCOTT ,  12278 OSWEGO ST , 
1869,2106693,10/18/2021,OIL ON ROADWAY ,Chemung,  BIG FLATS ,  OFF RAMP I86E EXIT 50 , 
1870,2106704,10/18/2021,CITY OF BUFFALO HIGH LIFT ,Erie,  BUFFALO ,  121 LARCHMONT , 
1871,2106694,10/18/2021,BARTON MINES ,Warren,  JOHNSBURG ,  145 RUBY MOUNTAIN RD , 
1872,2106695,10/18/2021,CURBSIDE/CATCH BASIN ,Queens,  QUEENS ,  3356 21ST AVE , 
1873,2106696,10/18/2021,INDUSTRIAL ,Richmond,  STATEN ISLAND ,  2777 GOTHELS RD NORTH , 
1874,2106697,10/18/2021,LEE RESIDENCE ,Nassau,  LEVITTOWN ,  60 OAK TREE LANE , 
1875,2106698,10/18/2021,SUBURBAN PROPANE ,Suffolk,  BRIDGEHAMPTON ,  279 BUTTER LN , 
1876,2106699,10/18/2021,TRACTOR TRAILER ROLLOVER ,Westchester,  YONKERS ,  NEAR 320 YONKERS AVE , 
1877,2106700,10/18/2021,ROAD CROSSING ,St Lawrence,  BALMAT ,  PUMPHOUSE ROAD , 
1878,2106701,10/18/2021,RESIDENCE ,Onondaga,  LAFAYETTE ,  2543 WEBB RD , 
1879,2106702,10/18/2021,HOCHHEISER - UST ,Westchester,  KATONAH ,  8 TIMBERLANE DR , 
1880,2106703,10/18/2021,PARKING LOT ,Oneida,  ROME ,  7871 ROME WESTERNVILLE RD , 
1881,2106777,10/18/2021,R.O.W. - CARLSON PARK BCP ,Monroe,  ROCHESTER ,  BROOKFIELD RD NORTH OF HUMBOLDT , 
1882,2106809,10/18/2021,4508 ROUTE 104 ,Wayne,  WILLIAMSON ,  4508 ROUTE 104 , 
1883,2106708,10/18/2021,UNKMOTOROIL_LISLE ,Broome,  LISLE ,  I81 NORTHBOUND; MM 34.5 IN MEDIAN , 
1884,2106705,10/18/2021,NYPD PRECINT ,New York,  MANHATTAN ,  120 WEST 82 ST , 
1885,2106706,10/18/2021,FEENEY RESIDENCE ,Nassau,  MASSAPEQUA ,  185 ONTARIO RD , 
1886,2106707,10/18/2021,STREAM BELOW RR; HALF ACRE RD ,Cayuga,  AURELIUS ,  DRAINAGE UNDER RR BRIDGE , 
1887,2106709,10/18/2021,DANDROWS PAINTING; INC. ,Herkimer,  FRANKFORT ,  4197 ACME RD. , 
1888,2106710,10/18/2021,ROADWAY ,Oneida,  BARNEVELD ,  105 BOON ST , 
1889,2106711,10/18/2021,RESIDENTIAL ,Otsego,  CHERRY VALLEY ,  808 DIETSCHE RD , 
1890,2106712,10/18/2021,ROCHESTER GEN HOSP ,Monroe,  ROCHESTER ,  1425 PORTLAND AVE , 
1891,2106713,10/18/2021,RESIDENTIAL ,Bronx,  BRONX ,  4123 GRACE AVE , 
1892,2106714,10/18/2021,GATE B 47 TERMINAL 4 ,Queens,  QUEENS ,  QUEENS JFK AIRPORT , 
1893,2106715,10/18/2021,CONCERT ,Kings,  BROOKLYN ,  1072 HALSEY ST , 
1894,2106716,10/18/2021,AMERICAN ROCK SALT ,Livingston,  RETSOF ,  3846 RETSOF ROAD , 
1895,2106717,10/18/2021,AUTO DETAILING AIR COMPLAINT ,Rockland,  NYACK ,  1159 ROUTE 9W , 
1896,2106718,10/18/2021,SHOULDER OF HINSDALE RD ,Kings,  BROOKLYN ,  BETWEEN DEWITT AND STANLEY AVES , 
1897,2106719,10/18/2021,FARRELLY RESIDENCE ,Nassau,  LEVITTOWN ,  92 SYCAMORE LANE , 
1898,2106720,10/19/2021,CUMBERLAND FARMS # 3285 ,Saratoga,  SARATOGA SPRINGS ,  571 RT 9 , 
1899,2106721,10/19/2021,CITRIC ACID SPILL ,Orange,  MAYBROOK ,  1000 HOMESTEAD AVE , 
1900,2106722,10/19/2021,CONCERT DOCK ,Orange,  MONTGOMERY ,  120 NEELYTOWN RD , 
1901,2106723,10/19/2021,BERNSTEIN - 2K UST ,Westchester,  RYE ,  18 ROCKLEDGE RD , 
1902,2106724,10/19/2021,TO ROADWAY ,Oswego,  SCHROEPPEL ,  COUNTY 10 AND COUNTY 12 , 
1903,2106725,10/19/2021,BALL METAL BEVERAGE ,Orange,  MIDDLETOWN ,  95 BALLARD RD , 
1904,2106726,10/19/2021,FOGGE RESIDENCE ,Suffolk,  SOUTHAMPTON ,  108 HALSEY AVE , 
1905,2106727,10/19/2021,XPO LOGISTICS ,Monroe,  ROCHESTER ,  300 INTERNATIONAL BLVD , 
1906,2106728,10/19/2021,AUTO REPAIR SHOP FIRE ,Seneca,  WATERLOO ,  1116 WATERLOO-GENEVA ROAD , 
1907,2106730,10/19/2021,FLYING J/PILOT TRUCK STOP ,Genesee,  PEMBROKE ,  8484 ALEGHANY RD/NY RTE 77 , 
