,Spill Number,Date Spill Reported,Spill Name,County,City/Town,Address,
1159,2005811,9/25/2020,BUFFALO RIVER ,Erie,  BUFFALO ,  SOUTH OGDEN , 
1160,2005812,9/25/2020,PRIVATE RESIDENT BARN ,Erie,  CONCORD ,  9002 MAYO RD , 
1161,2005813,9/25/2020,AGOGLIA RESIDENCE ,Nassau,  LOCUST VALLEY ,  52 FACTORY POND RD , 
1162,2005814,9/25/2020,CUMBERLAND FARMS ,Schenectady,  SCOTIA ,  224 MOHAWK AVE , 
1163,2005815,9/25/2020,INDUSTRIAL ,Suffolk,  EAST MORICHES ,  63 PINE ST , 
1164,2005816,9/25/2020,SEROTA RESIDENCE ,Nassau,  WESTBURY ,  916 WASHINGTON AVE , 
1165,2005817,9/25/2020,ABENE ,Putnam,  PATTERSON ,  1042 RT 311 , 
1166,2005902,9/26/2020,LONG ILAND CITY ,New York, ,  1798 RAILROAD AVE , 
1167,2005818,9/26/2020,ASALT AND CONCERT AND STRUCTURE ,Kings,  BROOKYLN ,  141 BAYARD ST , 
1168,2005819,9/26/2020,SAND ,Kings,  BROOKLYN ,  89 JOHN ST , 
1169,2005820,9/26/2020,CON ED FEEDER M51 ,Westchester,  YONKERS ,  SHERMAN AVE , 
1170,2005821,9/26/2020,PRATTS CREEK- CT RT 49 ,Madison,  PRATTS HOLLOW ,  CT RT 49 , 
1171,2005822,9/26/2020,FLOATING DRUMS ,Monroe,  IRONDEQUOIT ,  IRONDEQUOIT BAY , 
1172,2005823,9/26/2020,RESIDENCE ,Suffolk,  SAINT JAMES ,  858 MIDDLE COUNTRY RD , 
1173,2005824,9/26/2020,CAIN RESIDENCE ,Rockland,  SUFFERN ,  928 HAVERSTRAW RD , 
1174,2005825,9/26/2020,WALSH RESIDENCE ,Orange,  MIDDLETOWN ,  20 TURFLER TERRACE , 
1175,2005826,9/26/2020,LACHOW RESIDENCE ,Nassau,  LEVITTOWN ,  79 PERIWINKLE RD , 
1176,2005827,9/26/2020,CON ED- POLE #9 ,Westchester,  CORTLANDT ,  512 WESTBROOK DR , 
1177,2005828,9/26/2020,TRANSFORMER - POLE # 498-2-9563 BREWERTON RD ,Onondaga,  BREWERTON ,  9563 BREWERTON RD , 
1178,2005829,9/26/2020,TRANSFORMER - VAULT ,Nassau,  BETHPAGE ,  4295 HEMPSTEAD TURNPIKE , 
1179,2005830,9/26/2020,PASSENGER VEHICLE 7-ELEVEN ,Schuyler,  WATKINS GLENN ,  814 NORTH FRANKLIN ST , 
1180,2005831,9/27/2020,WATER STIRLING ,Suffolk,  GREENPORT ,  1410 MANHANSET RD , 
1181,2005832,9/27/2020,MARINA ,Warren,  LAKE GEORGE ,  139 BEACH RD , 
1182,2005833,9/27/2020,GRASS AND SOIL ,Saratoga,  GREENFIELD CENTER ,  16 ASHLOR DRIVE , 
1183,2005834,9/27/2020,BLACK CREEK ,Erie,  AMHURST ,  SMITH ROAD , 
1184,2005835,9/27/2020,UNKNOWN ,Nassau,  OCEANSIDE ,  325 MONTGOMERY AVE , 
1185,2005836,9/27/2020,EAST RIVER GENERATING STATION ,New York,  MANHATTAN ,  801 E14TH ST , 
1186,2005837,9/27/2020,LANE RESIDENCE ,Orange,  HUGUENOT ,  106 SHIN HOLLOW RD , 
1187,2005838,9/28/2020,ORGANIC SHEEN IN DITCH ,Tompkins,  ITHACA ,  399 VAN DORN ROAD SOUTH , 
1188,2005839,9/28/2020,RESIDENTIAL ,Queens,  EAST ROCKAWAY ,  82 SECOND AVENUE , 
1189,2005840,9/28/2020,UNKNOWN ,Nassau,  LEVITTOWN ,  1 PIN TAIL LANE , 
1190,2005842,9/28/2020,CCI DUMP TRUCK IN CANAL ,Oneida,  UTICA ,  LELAND AVE AT BARGE CANAL , 
1191,2005841,9/28/2020,ERIE CANAL ,Oneida,  UTICA ,  LEELAND AVE , 
1192,2005843,9/28/2020,BASEMENT FILTER LEAK ,Westchester,  BRONXVILLE ,  59 NOBLE AVENUE , 
1193,2005844,9/28/2020,PAVEMENT AND SOIL ,Saratoga,  BALLSTON SPA ,  350 ATOMIC PROJECT RD , 
1194,2005845,9/28/2020,MVA - OSBOURNE TREE&LAWN SERVICE ,Ontario,  FARMINGTON ,  CO RD 41 EAST OF QUENTENSHIRE DR , 
1195,2005846,9/28/2020,COMMERCIAL PARKING LOT ,Orange,  WALLKILL ,  30 TOWER DR , 
1196,2005847,9/28/2020,DRUM RUN ,Queens,  QUEENS ,  34-23 69TH ST X 34TH AND 35TH AVENUE , 
1197,2005848,9/28/2020,PBS TTF ,Westchester,  MOUNT VERNON ,  158-160 SOUTH 2ND AVE , 
1198,2005849,9/28/2020,UNKNOWN ,Nassau,  PORT WASHINGTON ,  99 SEAVIEW BLVD , 
1199,2005850,9/28/2020,TOWN OF ORLEANS SEWER LINE ,Jefferson,  CLAYTON ,  40985 STATE ROUTE 12 , 
1200,2005851,9/28/2020,WATER QUALITY ISSUE ,Broome,  WHITNEY POINT ,  45 ANDERSON RD , 
1201,2005852,9/28/2020,RESIDENCE ,Nassau,  ALBERTSON ,  7 WOODVILLE LANE , 
1202,2005853,9/28/2020,POLE 23538 ,Richmond,  STATEN ISLAND ,  811 DAVIS AVE , 
1203,2005854,9/28/2020,RAIL ROAD SIDING ,Orleans,  MEDINA ,  GWINN ST , 
1204,2005855,9/28/2020,RESIDENCE ,Nassau,  ALBERTSON ,  88 LEE AVE , 
1205,2005856,9/28/2020,RILEY ,Rockland,  NANUET ,  20 EVSALL AVE , 
1206,2005857,9/28/2020,RESIDENTIAL ,Westchester,  BRIARCLIFF MANOR ,  21A GORDON AVENUE , 
1207,2005858,9/28/2020,FONDA RESIDENCE ,Essex,  NORTH HUDSON ,  3858 RT 9 , 
1208,2005859,9/28/2020,PAVEMENT ,Saratoga,  WATERFORD ,  260 HUDSON RIVER ROAD , 
1209,2005860,9/28/2020,GROUND ,Queens,  ELMHURST ,  4802 QUEEND BLVD , 
1210,2005861,9/28/2020,SLIDERS FOOD MART ,Lewis,  HARRISVILLE ,  RT 3 & RT 812 , 
1211,2005862,9/28/2020,GRAVEL DRIVEWAY ,Ulster,  NEW PALTZ ,  PINE RD AND BUTTERVILLE ROAD , 
1212,2005863,9/28/2020,SUNOCO ,Oswego,  OSWEGO ,  299 WEST FIRST ST , 
1213,2005865,9/28/2020,CHRIST RECYCLING ,Orleans,  ALBION ,  4009 EAGLE HARBOR ROAD , 
1214,2005864,9/28/2020,HUDSON RIVER ,New Jersey - Region 2,  JERSEY CITY ,  302 PORT JERSEY BLVD , 
1215,2005866,9/28/2020,RGE TRANSFORMER ON ROADWAY ,Monroe,  GREECE ,  859 STONE RD , 
1216,2005867,9/28/2020,ON CORNER ,Erie,  KENMORE ,  KENMORE & SHERIDAN , 
1217,2005868,9/28/2020,MEGLIO RESIDENCE ,Nassau,  LEVITTOWN ,  3138 BRIXTON , 
1218,2005869,9/28/2020,SOIL ,Saratoga,  WEST MILTON ,  350 ATOMIC PROJECT RD , 
1219,2005871,9/28/2020,HYDRAULIC SPILL ,Ulster,  ROSENDALE ,  CREEK LOCKS RD , 
1220,2005870,9/28/2020,AT INTERSECTION ,Onondaga,  MANLIUS ,  CAZENOVIA RD & WHETSTONE RD , 
1221,2005872,9/28/2020,ROADWAY ,Suffolk,  FLANDERS ,  46 GLEN AVENUE , 
1222,2005873,9/28/2020,GENERATOR LEAK ,Rockland,  WEST NYACK ,  55 OLD MILL RD , 
1223,2005874,9/28/2020,RESIDENCE ,Onondaga,  SKANEATELES ,  2743 WIDEWATERS LN , 
1224,2005875,9/28/2020,RESIDENTIAL ,Queens,  MELROSE ,  24127 87TH AVE , 
1225,2005876,9/28/2020,CON ED ,Westchester,  WHITE PLAINS ,  38 RATHBUN AVE , 
1226,2005877,9/28/2020,POLE 83 ,Erie,  DERBY ,  6657 ERIE RD , 
1227,2005878,9/29/2020,RICCELLI TRUCKING MVA ,Monroe,  RUSH ,  2466 RUSH MENDON RD , 
1228,2005879,9/29/2020,RAIL YARD ,Erie,  BUFFALO ,  205 REIMAN STREET , 
1229,2005881,9/29/2020,ARMY RESERVE BASE-MAINTENANCE SHOP ,Suffolk,  SHOREHAM ,  200 RTE 25A , 
1230,2005880,9/29/2020,57280/4113 PADMOUNT ,Rockland,  MONSEY ,  201 RT 306 , 
1231,2005956,9/29/2020,REGIONAL INTERNATION OF WNY INC. ,Erie,  CHEEKTOWAGA ,  2425 WALDEN AVENUE , 
1232,2005882,9/29/2020,USPS ,Westchester,  MOUNT VERNON ,  15 SOUTH FIRST AVENUE , 
1233,2005883,9/29/2020,RESIDENTIAL ,Kings,  BROOKLYN ,  1282 WILLOUGHBY AVE;1288;12921294;373 SUYDAM ST , 
1234,2005884,9/29/2020,TRANSFORMER ,Dutchess,  TIVOLI ,  46-50 FREEBORN LANE , 
1235,2005885,9/29/2020,COMMERCIAL/ INDUSTRIAL ,Niagara,  LOCKPORT ,  200 UPPER MOUNTAIN RD , 
1236,2005886,9/29/2020,RESIDENTIAL ,Onondaga,  MEMPHIS ,  1791 HALL RD , 
1237,2005887,9/29/2020,RESIDENCE ,Nassau,  HEMPSTEAD ,  111 ALABAMA AVENUE , 
1238,2006002,9/29/2020,DUFF'S FAMOUS WINGS ,Erie,  DEPEW ,  550 DICK ROAD , 
1239,2005888,9/29/2020,DUMPING ,Suffolk,  SHIRLEY ,  14 HELENE DRIVE , 
1240,2005889,9/29/2020,RESIDENTIAL ,Putnam,  MAHOPAC ,  16 SOMERSET RD , 
1241,2005890,9/29/2020,GARNTO RESIDENCE ,Dutchess,  MILLERTON ,  14 HIGHLAND DR , 
1242,2005891,9/29/2020,KENDALL - AST ,Westchester,  PORT CHESTER ,  43 EAST BROADWAY , 
1243,2005892,9/29/2020,CUMBERLAND FARMS ,Rensselaer,  STEPHENTOWN ,  ROUTE 22 AND ROUTE 43 , 
1244,2005893,9/29/2020,STREET ,Bronx,  BRONX ,  2788 GRAND CONCOURSE BLVD , 
1245,2005894,9/29/2020,CEDAR POND CAMPGROUND ,Orange,  TUXEDO ,  2215 SEVEN LAKES DRIVE , 
1246,2005895,9/29/2020,RESIDENTIAL ,Kings,  BROOKLYN ,  420 KENT AVE , 
1247,2005896,9/29/2020,EAST RIVER ,Kings,  BROOKLYN ,  KENT AVENUE AT SOUTH 8TH ST , 
1248,2005897,9/29/2020,LUONGO - UST ,Westchester,  NEW ROCHELLE ,  189 CENTER AVENUE , 
1249,2005898,9/29/2020,RESIDENTIAL ,Chautauqua,  FREDONIA ,  28-32 & 42-48 WATER ST , 
1250,2005899,9/29/2020,STREET ,Albany,  LATHAM ,  76 LATHAM AVE , 
1251,2005900,9/29/2020,COMMERCIAL ,Suffolk,  HUNTINGTON STATION ,  50 WEST HILLS ROAD , 
1252,2005901,9/29/2020,50 WEST HILL LLC ,Suffolk,  HUNTINGTON STATION ,  50 WEST HILL RD , 
1253,2005903,9/29/2020,RESIDENTIAL ,Queens,  FLUSHING ,  13679 ROOSEVELT AVE , 
1254,2005904,9/29/2020,IN LAKE GEORGE ,Warren,  DIAMOND POINT ,  LAKE SHORE DR , 
1255,2005905,9/29/2020,APARTMENT BUILDING ,Westchester,  MOUNT VERNON ,  25 SOUTH 1ST AVE , 
1256,2005906,9/29/2020,NATIONAL GRID TRUCK ,Monroe,  BROCKPORT ,  260 STATE ST , 
1257,2005907,9/29/2020,SOIL ,Niagara,  NIAGARA FALLS ,  5600 NIAGARA FALLS BLVD , 
1258,2005908,9/29/2020,RESIDENCE ,Suffolk,  WEST BABYLON ,  2 QUAKER CT , 
1259,2005909,9/29/2020,HERMAND RESIDENCE ,Suffolk,  WADING RIVER ,  78 NORTH SIDE RD , 
1260,2005910,9/29/2020,SOIL ,Oswego,  PHOENIX ,  109 COUNTY LINE RD , 
1261,2005911,9/29/2020,RESIDENTIAL ,Queens,  HOWARD BEACH ,  164 14 95TH ST , 
1262,2005912,9/29/2020,JOHNSON RESIDENCE ,Albany,  ALBANY ,  165 DELAWARE AVE , 
1263,2005913,9/29/2020,CUMBERLAND FARMS # 3153 ,Greene,  CATSKILL ,  260 - 264 WEST BRIDGE ST , 
1264,2005914,9/29/2020,ROADWAY ,Onondaga,  ONONDAGA ,  108 BALL RD , 
1265,2005915,9/29/2020,SAUTHOFF RESIDENCE ,Suffolk,  ROCKY POINT ,  5 WOOD PATH , 
1266,2005916,9/29/2020,COMMERCIAL ,Suffolk,  RONKONKOMA ,  55 RAYNOR AVE , 
1267,2005917,9/30/2020,MILEPOST 426.1 EASTBOUND ,Erie,  CHEEKTOWAGA ,  I-90 , 
1268,2005918,9/30/2020,CUMBERLAND FARMS 3-037443 ,Orange,  NEW WINDSOR ,  1630 NEW YORK 94 , 
1269,2005919,9/30/2020,SEALY MATTRESS TRUCK ACCIDENT ,Albany,  COLONIE ,  ALT 7 EAST BOUND TO 787 , 
1270,2005920,9/30/2020,ONEIDA CREEK/ONEIDA WWTP ,Oneida,  DURHAMVILLE ,  VISIBLE FROM 5361 MAIN ST , 
1271,2005921,9/30/2020,TOWN OF CLIFTON PARK HWY DEPT ,Saratoga,  CLIFTON PARK ,  639 CLIFTON PARK CTR RD , 
1272,2005922,9/30/2020,RESIDENCE ,Suffolk,  GREENPORT ,  211 CENTER ST , 
1273,2005923,9/30/2020,NATIONAL GRID PROPERTY ,Kings,  BROOKLYN ,  287 MASPETH AVE , 
1274,2005925,9/30/2020,ACROSS FROM ,Washington,  SALEM ,  3938 COUNTY ROUTE 30 , 
1275,2005924,9/30/2020,CORNING INC ,Steuben,  PAINTED POST ,  890 ADDISON RD , 
1276,2005926,9/30/2020,COMMERICAL ,Westchester,  VERPLANCK ,  260 6TH ST , 
1277,2005927,9/30/2020,UNITED REFINING ,Erie,  ALDEN ,  TOWNLINE RD , 
1278,2005928,9/30/2020,JFK TERMINAL 4 ,Queens,  QUEENS ,  JFK TERMINAL 4; GATE A6 , 
1279,2005929,9/30/2020,SHOULDER OF ROAD & STORM DRAIN@6018 ROCK CUT RD ,Onondaga,  DEWITT ,  6018 ROCK CUT RD , 
1280,2005930,9/30/2020,GAMBELLI - UST ,Westchester,  WHITE PLAINS ,  14 REDWOOD RD , 
1281,2005931,9/30/2020,RESIDENTIAL ,Putnam,  PUTNUM VALLEY ,  171 BELL HOLLOW RD , 
1282,2005932,9/30/2020,NAT GRID ,Cattaraugus,  FRANKLINVILLE ,  POLE 354-A1 RTE 98 , 
1283,2005933,9/30/2020,RESIDENCE ,Suffolk,  SELDEN ,  50 KING AVE , 
1284,2005934,9/30/2020,RESIDENTIAL ,Orange,  WARWICK ,  76 WALLING RD , 
1285,2005935,9/30/2020,STEWART'S SHOP #203 ,Albany,  ALTAMONT ,  1001 ALTAMONT AVE , 
1286,2005936,9/30/2020,AVILES RESIDENCE ,Dutchess,  WAPPINGERS FALLS ,  39 VANDERWATER DR , 
1287,2005937,9/30/2020,SOIL ,Onondaga,  CICERO ,  7823 THOMPSON RD , 
1288,2005938,9/30/2020,RESIDENCE ,Putnam,  BREWSTER ,  70 RESERVOIR RD , 
1289,2005939,9/30/2020,RESIDENTIAL ,Dutchess,  HOPEWELL JUNC. ,  1 MILLER DR , 
1290,2005940,9/30/2020,STEWARTS 300 ,Schenectady,  SCOTIA ,  571 SAGANDAGH RD , 
1291,2005941,9/30/2020,JMA WIRELESS ,Onondaga,  LIVERPOOL ,  7645 HENRY CLAY BLVD , 
1292,2005942,9/30/2020,RESIDENTIAL ,Dutchess,  STANDFORDVILLE ,  351 SOUTH RD , 
1293,2005943,9/30/2020,KATLAN RESIDENCE ,Nassau,  BALDWIN ,  911 DEMOTT AVE , 
1294,2005944,9/30/2020,STEWARTS UNDER CONSTRUCTION ,Ulster,  NEW PALTZ ,  76 NORTH CHESTNUT ST , 
1295,2005945,9/30/2020,TRUCK DROPPED GAS TANK ,Tioga,  NICHOLS ,  NY17/I86 EASTBOUND , 
1296,2005946,9/30/2020,ROADWAY ,Suffolk,  ISLIP ,  LONG ISLAND EXPRESS WAY WB EXIT 55 , 
1297,2005947,9/30/2020,MOBIL GAS STATION ,Columbia,  GERMANTOWN ,  RT 9G , 
1298,2005948,9/30/2020,LAZCANO - AST ,Westchester,  WHITE PLAINS ,  121 SOUTH BROADWAY , 
1299,2005949,10/1/2020,3 MILE STRETCH OF ROAD STARTS ,Westchester,  LEWISBORO ,  79 BOUTON RD , 
1300,2005950,10/1/2020,TRANSFORMER ,Westchester,  MOUNT VERNON ,  30 WARREN PLACE , 
1301,2005951,10/1/2020,COUNTY WASTE STARTED AT ,Saratoga,  BALLSTON SPA ,  743 BURGOYNE AVE , 
1302,2005952,10/1/2020,ROADWAY MVA ,Rockland,  VALLEY COTTAGE ,  ROUTE 303 IN FRONT OF LAKE RIDGE PLAZA , 
1303,2005953,10/1/2020,NYS DOT RESIDENCY ,Westchester,  VALHALLA ,  1 DANA RD , 
1304,2005954,10/1/2020,INDUSTRIAL ,Niagara,  NIAGARA FALLS ,  100 ENERGY BLVD , 
1305,2005955,10/1/2020,NOVELIS PLANT ,Oswego,  OSWEGO ,  448 COUNTY RT 1A , 
1306,2005957,10/1/2020,RESIDENCE ,Queens,  QUEENS ,  109 35 96TH ST , 
1307,2005958,10/1/2020,STREET ,New York,  MANHATTAN ,  66 BARCLAY ST , 
1308,2005959,10/1/2020,GAS STATION ,Erie,  BUFFALO ,  155 BAILEY AVE , 
1309,2005960,10/1/2020,CONSTRUCTION SITE ,Onondaga,  SYRACUSE ,  140 CORTLAND AVE , 
1310,2005961,10/1/2020,FELDMETH - UST ,Westchester,  YONKERS ,  22 SEMINARY AVENUE , 
1311,2005962,10/1/2020,ROADWAY ,New York,  MANHATTAN ,  111 MURRAY ST , 
1312,2005963,10/1/2020,CIRCLE K GAS STATION BACK DIESEL ,Onondaga,  TULLY ,  5755 ROUTE 80 , 
1313,2005964,10/1/2020,COMMERCIAL ,Cattaraugus,  RANDOLPH ,  92 WEST MAIN ST , 
1314,2005975,10/1/2020,CANAL ,Nassau,  SEAFORD ,  ISLAND CHANNEL ROAD/OCEAN AVE , 
1315,2005965,10/1/2020,WASHINGTON - UST ,Westchester,  SOMERS ,  197 RT 202 , 
1316,2005982,10/1/2020,DITCH ,Cattaraugus,  ALLEGANY ,  FLATSTONE RD , 
1317,2005966,10/1/2020,INVESTMENT RECOVERY ,Onondaga,  LIVERPOOL ,  7437 HENRY CLAY BLVD , 
1318,2005967,10/1/2020,COMMERCIAL PROPERTY ,Erie,  ORCHARD PARK ,  3536 SOUTHWEST BLVD , 
1319,2005968,10/1/2020,MOUNTAIN MARKET ,Hamilton,  SPECULATOR ,  2904 ST ROUTE 30 , 
1320,2005969,10/1/2020,BETHPAGE WATER DISTRICT ,Nassau,  BETHPAGE ,  40 PARK LANE , 
1321,2005970,10/1/2020,ONEIDA MADISON ELECTRIC CO-OP SUBSTATION ,Madison,  EATON ,  2444 RIVER RD , 
1322,2005971,10/1/2020,CUMBERLAND FARMS 3281 ,Suffolk,  LAKE RONKONKOMA ,  316 SMITHTOWN BLVD , 
1323,2005972,10/1/2020,MAAS - UST ,Westchester,  HASTINGS ON HUDSON ,  86 VILLARD AVE , 
1324,2005973,10/1/2020,COMMERCIAL LAND ,Erie,  BUFFALO ,  1155 NIAGARA ST , 
1325,2005974,10/1/2020,BATAVIA SERVICE CENTER ,Genesee,  BATAVIA ,  5100 EAST MAIN ST , 
1326,2005976,10/1/2020,AGRIMARK PLANT ,Franklin,  CHATEAUGAY ,  39 MCCADAM LN , 
1327,2005977,10/1/2020,WENG RESIDENCE ,Nassau,  PLAINVIEW ,  9 SHERMAN AVENUE , 
1328,2005978,10/1/2020,NORTH SIDE OF ,Queens,  ASTORIA ,  2339 49TH ST , 
1329,2005979,10/1/2020,WALZ RESIDENCE ,Suffolk,  MIDDLE ISLAND ,  40 SOUTH SWEEZYTOWN RD , 
1330,2005980,10/2/2020,POLE/TRANSF ,Wyoming,  WARSAW ,  6006 SR 20A , 
1331,2005981,10/2/2020,MEDIUM AND GRASS ,Erie,  TONAWONDA ,  (MILE MARKER12.3) SOUTH ON I190 , 
1332,2005983,10/2/2020,LEAKING AST GAUGE ,Westchester,  MOUNT KISCO ,  24 JAMES RD , 
1333,2005984,10/2/2020,RESIDENCE ,Suffolk,  MEDFORD ,  2603 WAVE AVENUE , 
1334,2005986,10/2/2020,RESIDENTIAL ,Richmond,  STATEN ISLAND ,  60 GRAHAM AVE , 
1335,2005985,10/2/2020,LANGLITZ RES ,Orange,  WESTTOWN ,  34 OAK HILL RD , 
1336,2005988,10/2/2020,SPEEDWAY 9937 ,Cortland,  HOMER ,  6004 NY 281 , 
1337,2005989,10/2/2020,SPEEDWAY ,Onondaga,  MANLIUS ,  325 FAYETTE ST , 
1338,2005987,10/2/2020,CONSTRUCTION SITE ,Niagara,  NIAGARA FALLS ,  500 FT NW OF 701 WHIRLPOOL SZT , 
1339,2005990,10/2/2020,CON ED SUBSTATION ,Kings,  BROOKLYN ,  258 23 RD ST , 
1340,2005991,10/2/2020,TRAILER HOME@7108 EAST KEENEY RD ,Cortland,  TRUXTON ,  7108 EAST KEENEY RD , 
1341,2005992,10/2/2020,UNKNOWN ,Suffolk,  DIX HILLS ,  11 STONYWELL COURT , 
1342,2005993,10/2/2020,UNKNOWN ,Suffolk,  DEER PARK ,  100 EAST JEFRYN BLVD , 
1343,2005994,10/2/2020,CONSTRUCTION SITE ,Kings,  BROOKLYN ,  595 DEAN ST , 
1344,2005995,10/2/2020,SOIL ,Ulster,  LAKE KATRINE ,  39 JEANETTE LANE , 
1345,2005996,10/2/2020,SOIL ,Orange,  PINE BUSH ,  86 MAIN ST , 
1346,2005997,10/2/2020,COMMERCIAL/ INDUSTRIAL ,Saratoga,  BALLSTON SPA ,  350 ATOMIC PROJECT RD , 
1347,2005998,10/2/2020,AVIS BUDGET RENTAL ,Westchester,  WHITE PLAINS ,  240 AIRPORT RD , 
1348,2006008,10/2/2020,UNKNOWN ,Nassau,  ROSLYN ,  100 LANDING ROAD/OFF NORTHERN BLVD , 
1349,2006497,10/2/2020,LOUDON OAK TRAILER PARK ,Saratoga,  SARATOGA SPRINGS ,  314 LOUDON ROAD ROAD LOT #15 , 
1350,2005999,10/2/2020,SOIL ,Putnam,  CARMEL ,  HUGHSON RD , 
1351,2006000,10/2/2020,O'NEAL - UST ,Rockland,  NYACK ,  210 HIGH MOUNT AVENUE , 
1352,2006051,10/2/2020,BARNES PLANE CRASH ,Genesee,  CORFU ,  9115 BOYCE ROAD , 
1353,2006001,10/2/2020,PORT JEFFERSON HARBOR ,Suffolk,  PORT JEFFERSON ,  WEST BROADWAY , 
1354,2006003,10/2/2020,WALMART -CENTER ,Suffolk,  CENTEREACH ,  161 CENTEREACH MALL , 
1355,2006004,10/2/2020,ROADWAY ,Schenectady,  NISKAYUNA ,  28 LAURA LANE , 
1356,2006005,10/2/2020,ROADWAY ,Westchester,  MOUNT PLEASANT ,  BRONX RIVER PARKWAY , 
1357,2006006,10/2/2020,NORFOLK SOUTHERN OIL LEAK ,Steuben,  GANG MILLS ,  574 RITAS WAY , 
1358,2006007,10/2/2020,CEMENT ,New York,  MANHATTAN ,  304 EAST 93RD ST , 
1359,2006009,10/2/2020,RESIDENTIAL ,Erie,  EAST AURUA ,  11 PLEASANT VIEW , 
1360,2006010,10/2/2020,OHNIGIAN PROPERTY ,Greene,  HUNTER ,  7604 MAIN STREET , 
1361,2006011,10/2/2020,ROADWAY ,Westchester,  YONKERS ,  RUMSEY RD , 
1362,2006012,10/2/2020,COMMERCIAL PROPERTY ,Kings,  BROOKLYN ,  287 MASPETH AVE , 
1363,2006013,10/2/2020,TRANSFORMER ,Rockland,  NEW SQUARE ,  17 OSTILLA AVE , 
1364,2006014,10/2/2020,ROLLING BROOK WINDFARM ,Lewis,  MARTINSBURG ,  TOWER 29 , 
1365,2006015,10/2/2020,WHEELABRATOR ,Washington,  HUDSON FALLS ,  93 RIVER ST , 
1366,2006016,10/2/2020,TRUCK HIT BRIDGE ,Erie,  TONAWANDA ,  3530 RIVER RD , 
1367,2006030,10/2/2020,NOCO/MARATHON TERMINAL ,Erie,  TONAWANDA ,  700 GRAND ISLAND BLVD. , 
1368,2006017,10/2/2020,AMAZON DISTRIBUTION WAREHOUSE ,Rensselaer,  CASTLETON ON THE HUDSON ,  1835 US-9 , 
1369,2006018,10/2/2020,SINGH RESIDENCE ,Nassau,  HICKSVILLE ,  2 PEN LANE , 
1370,2006019,10/3/2020,NATIONAL GRID ,Albany,  COLONIE ,  296 MORRIS RD , 
1371,2006020,10/3/2020,CUMBERLAND FARMS ,Schenectady,  ROTTERDAM ,  1269 HIGH BRIDGE RD , 
1372,2006021,10/3/2020,DRUM RUN ,Bronx,  BRONX ,  510 HUNTS POINT AVE , 
1373,2006022,10/3/2020,SOIL AND PAVEMENT ,Orange,  MONROE ,  111 NORTH MAIN ST , 
1374,2006023,10/3/2020,TRANSFORMEE ,Wyoming,  VARYSBURG ,  2673 SYLER RD , 
1375,2006024,10/3/2020,UNKNOWN ,Nassau,  HEMPSTEAD ,  71 ELDRIDGE AVENUE , 
1376,2006025,10/3/2020,GAS STATION ,Onondaga,  ELBRIDGE ,  100-112 WEST MAIN ST , 
1377,2006026,10/3/2020,RESIDENCE ,Nassau,  PLAINVIEW ,  34 SHELTER HILL RD , 
1378,2006027,10/3/2020,ROADWAY / RAMP ,Queens,  QUEENS ,  EXIT 27 NB LIE , 
1379,2006028,10/3/2020,PAVEMENT ,Putnam,  KENT ,  ROUTE 301 AND FARMERS MILLS ROAD , 
1380,2006029,10/3/2020,ROADWAY ,Queens,  QUEENS ,  WB ON THE L.I.E 295 EX , 
1381,2006031,10/3/2020,NOVELLUS PLANT ,Oswego,  OSWEGO ,  448 COUNTY RT 1A , 
1382,2006032,10/3/2020,OCCHIPINTI RESIDENCE ,Nassau,  ELMONT ,  1268 BURTON AVENUE , 
1383,2006033,10/3/2020,MAMA'S BOY BURGERS ,Greene,  TANNERSVILLE ,  6067 MAIN ST , 
1384,2006062,10/3/2020,TEDDY ROOSEVELT MARINIA ,Nassau,  OYSTER BAY ,  OYSTER BAY HARBOR , 
1385,2006048,10/3/2020,ABANDONED DRUM IN LAKE ONTARIO ,Monroe,  HAMLIN ,  1.5 MILES FROM SHORE LAKE ONTARIO , 
1386,2006034,10/3/2020,NEW ATHENS GENERATING ,Greene,  ATHENS ,  9300 RT.9W , 
1387,2006035,10/3/2020,LUJAN RESIDENCE ,Nassau,  ELMONT ,  324 KIRKMAN AVE , 
1388,2006036,10/4/2020,VALERIO GAS STATION ,Suffolk,  HOLBROOK ,  4625 VETERANS HWY , 
1389,2006037,10/4/2020,DIFALCO RESIDENCE ,Putnam,  MAHOPAC ,  33 HILLTOP DR , 
1390,2006038,10/4/2020,PREMIER CAR WASH ,Suffolk,  MELVILLE ,  88 BROADHOLLOW ROAD , 
1391,2006039,10/4/2020,BASEMENT ,Queens,  ASTORIA ,  25-41 33RD STREET , 
1392,2006040,10/4/2020,WASHBURN RESIDENCE ,Oneida,  BOONVILLE ,  8871 LACHAUSSE RD , 
1393,2006041,10/4/2020,OSWEGO AIRPORT ,Oswego,  FULTON ,  IN DITCH , 
1394,2006132,10/4/2020,SEA PLANE CRASH ,Queens, ,  158-11 RIVERSIDE DRIVE , 
1395,2006042,10/4/2020,BUGLION RESIDENCE ,Nassau,  BELLMORE ,  2494 FOREST COURT , 
1396,2006043,10/4/2020,BRONX RIVER ,Westchester,  MOUNT VERNON ,  NEAR OAK ST , 
1397,2006044,10/4/2020,QUERE RESIDENCE ,Suffolk,  COMMACK ,  8 MAYFAIR TERRACE , 
1398,2006045,10/4/2020,CUSTOMER POLE ,Ulster,  NEW PALTZ ,  3 FOREST GLEN RD , 
