,Spill Number,Date Spill Reported,Spill Name,County,City/Town,Address,
789,1906126,9/13/2019,ZOLADZ CONSTRUCTION ,Erie,  ALDEN ,  13600 RAILROAD AVENUE , 
790,1906123,9/13/2019,RESIDENTIAL STREET ,Queens,  LITTLE NECK ,  MORGAN ST BETWEEN NORTHERN BLVD AND 41ST DRIVE , 
791,1906124,9/13/2019,SHORAM PLUMBING AND HEATING ,Suffolk,  ROCKY POINT ,  50 ROCKY POINT RD , 
792,1906125,9/13/2019,KATE MORANO RESIDENCE ,Dutchess,  FISHKILL ,  96 SHIRLEY AVE , 
793,1906127,9/13/2019,REISDORF BULK PLANT ,Wyoming,  NORTH JAVA ,  4127 MAIN ST , 
794,1906128,9/13/2019,RESIDENTIAL UST ,Westchester,  POUND RIDGE ,  42 KNAPP RD , 
795,1906129,9/13/2019,SPRING VALLEY OPERATING CENTER ,Rockland,  SPRING VALLEY ,  390 WEST RT 59 , 
796,1906130,9/13/2019,AYBAR RESIDENCE ,Nassau,  LEVITTOWN ,  12 CRESCENT LANE , 
797,1906131,9/13/2019,ABANDONED UST ,Westchester,  WHITE PLAINS ,  109 MAMARONECK AVE , 
798,1906132,9/13/2019,MYRUSKI RES ,Orange,  GOSHEN ,  7 RIDGEWAY , 
799,1906133,9/13/2019,RESIDENCE ,Suffolk,  MEDFORD ,  8 LISA COURT , 
800,1906134,9/13/2019,7 ELEVEN GAS STATION ,Cattaraugus,  ALLEGANY ,  RTE 417 , 
801,1906135,9/13/2019,MCCAFFREY - UST ,Westchester,  BRONXVILLE ,  2 PINE TERRACE , 
802,1906136,9/13/2019,SOUTH BUFFALO MERCY HOSPITAL ,Erie,  BUFFALO ,  MERCY ST , 
803,1906137,9/13/2019,PENSKE COMMERCIAL ,Erie,  CHEEKTOWAGA ,  3828 BROADWAY RD , 
804,1906138,9/13/2019,BROOME COUNTY AIRPORT ,Broome,  JOHNSON CITY ,  2534 AIRPORT RD , 
805,1906139,9/13/2019,RURAL ,Chautauqua,  MAYVILLE ,  7107 BEAUGEAN RD , 
806,1906140,9/14/2019,ROADWAY ,Chautauqua,  JAMESTOWN ,  3355 NORTH MAIN ST , 
807,1906141,9/14/2019,GORGE PUMPING STATION ,Niagara,  NIAGARA FALLS ,  1099 WHIRLPOOL ST , 
808,1906142,9/14/2019,FALL ST TUNNEL CSO ,Niagara,  NIAGARA FALLS ,  1 NIAGARA ST , 
809,1906143,9/14/2019,POLE 21 1/2 ,Chautauqua,  GERRY ,  2182 28TH CREEK RD , 
810,1906144,9/14/2019,BETWEEN ,Cayuga,  LEDGER/AURORA ,  1262 & 1244 LEVANNA RD , 
811,1906145,9/14/2019,ROAD ,Ulster,  SAUGERTIES ,  1654 RT 212 , 
812,1906146,9/14/2019,UNDERGROUND TANK ,Erie,  BUFFALO ,  714 WALDEN AVE , 
813,1906147,9/14/2019,SCHOOL ,Rensselaer,  CASTLETON ,  1447 SOUTH SCHODACK RD , 
814,1906176,9/14/2019,CHERRYWOOD AUTO ,Nassau,  WANTAGH ,  1386 WANTAGH AVE , 
815,1906148,9/14/2019,NORTH OF DOCKSIDE LANDING-LAKE GEORGE ,Warren,  HAGUE ,  LAKE SHORE DR , 
816,1906149,9/14/2019,CSX ,Albany,  SELKIRK ,  1 BELL CROSSING , 
817,1906150,9/14/2019,POLE #11 ,Onondaga,  MARCELLUS ,  3045 SEAL RD , 
818,1906151,9/14/2019,DZINGLE RESIDENCE ,Albany,  GUILDERLAND CENTER ,  6304 HAWES RD , 
819,1906152,9/14/2019,STATE HWY 11B ,St Lawrence,  POTSDAM ,  657 STATE HWY 11B , 
820,1906153,9/15/2019,CUMBERLAND FARMS 3265 ,Suffolk,  SOUTHAMPTON ,  13 COUNTY RD 39 , 
821,1906154,9/15/2019,SPEEDWAY ,Nassau,  HICKSVILLE ,  540 OLD COUNTRY ROAD , 
822,1906155,9/15/2019,INDIAN RIVER TRANSPORT TRUCK ACCIDENT ,Delaware,  HAMDEN ,  6370 COUNTY ROUTE 26 , 
823,1906156,9/15/2019,FOGZ LOGISTICS ,Erie,  NEWSTEAD ,  THRUWAY MM 408.3 EAST BOUND , 
824,1906157,9/15/2019,POLE T1 ,Monroe,  ROCHESTER ,  569 LYELL AVE , 
825,1906158,9/15/2019,NEAR VAULT 614 ,New York,  MANHATTAN ,  127 WEST 42ND ST 23RD FLOOR , 
826,1906159,9/15/2019,CAYUGA LAKE ,Tompkins,  ITHACA ,  21 MAPLEWOOD RD , 
827,1906160,9/15/2019,GULF GAS STATION ,Suffolk,  NORTH LINDENHURST ,  86 EAST SUNRISE HIGHWAY , 
828,1906161,9/15/2019,RESIDENCE ,Suffolk,  HAMPTON BAYS ,  70 HOMEWOOD DRIVE , 
829,1906162,9/15/2019,UNKNOWN ,Suffolk,  HAUPPAUGE ,  4 APALLO LANE , 
830,1906163,9/15/2019,CUMBERLAND FARMS # 3264 ,Suffolk,  MANORVILLE ,  498 COUNTY ROAD 111 , 
831,1906164,9/15/2019,NORFOLK SOUTHERN RAILROAD YARD ,Steuben,  CORNING ,  3418 STATE RTE 414 , 
832,1906177,9/16/2019,CUMBERLAND FARMS ,Albany,  BETHLEHEM GLENMONT ,  68 RT 9W , 
833,1906165,9/16/2019,CROSSROAD GROCERY ,Jefferson,  REDWOOD ,  43691 RTE 37 , 
834,1906166,9/16/2019,AIR ,Richmond,  STATEN ISLAND ,  125 OXFORD PLACE , 
835,1906167,9/16/2019,QUEENS ,Queens,  QUEENS ,  VANWICK EXPRESSWAY SB EXIT 8 , 
836,1906168,9/16/2019,UNKNOWN ,Nassau,  BETHPAGE ,  31 LINCOLN BLVD , 
837,1906169,9/16/2019,RT 50 ,Saratoga,  BALLSTON SPA ,  1490 RT 50 , 
838,1906358,9/16/2019,SANGERFIELD AUTO & TIRE INC ,Oneida,  SANGERFIELD ,  7656 STATE ROUTE 20 , 
839,1906170,9/16/2019,577 ELMWOOD AVE ,Erie,  BUFFALO ,  577 ELMWOOD AVE , 
840,1906171,9/16/2019,CASELLA WASTE ,Clinton,  PLATTSBURGH ,  67 CARBIDE RD , 
841,1906172,9/16/2019,CANANDAIGUA SCHOOL DISTRICT OPERATIONS CTR ,Ontario,  CANADAIGUA ,  5500 AIRPORT , 
842,1906173,9/16/2019,NATIONAL GRID POLE ,Herkimer,  HERKIMER ,  LOUAMBERS DR GERMAN STREET , 
843,1906174,9/16/2019,BLUEOX DRYDEN ,Tompkins,  ITHACA ,  1321 DRYDEN RD , 
844,1906175,9/16/2019,GLICKMAN RESIDENCE ,Nassau,  PLAINVIEW ,  6 IVY COURT , 
845,1906178,9/16/2019,8566 THOMPSON RD ,Oneida,  HOLLAND PATENT ,  8566 THOMPSON RD , 
846,1906179,9/16/2019,TRANSMISSION RIGHT-OF-WAY ,Cattaraugus,  OLEAN ,  POLE #9 LINE 156 TAP , 
847,1906180,9/16/2019,BABYLON HONDA ,Suffolk,  BABYLON ,  650 MONTAUK HWY , 
848,1906181,9/16/2019,ABF FREIGHT ,Orange,  MONTGOMERY ,  122 BRACKEN RD , 
849,1906182,9/16/2019,DEEP KILL CREEK ,Rensselaer,  SCHAGHTIOKE ,  10 RILEY ROAD , 
850,1906183,9/16/2019,LI RR TRACK BTWN WOODSIDE AND PENN STATION ,Queens,  WOODSIDE ,  UNKNOWN ON TRACK , 
851,1906185,9/16/2019,NATIONAL GRID TRUCK ,Suffolk,  WATERMILL ,  HAYES GROUND COVE RD , 
852,1906184,9/16/2019,PAVEMENT ,Rensselaer,  TROY ,  770 HOOSICK ROAD , 
853,1906186,9/16/2019,SIREY RESIDENCE ,Nassau,  HICKSVILLE ,  31 CLARISSA DRIVE , 
854,1906187,9/16/2019,TOWN HALL ,Herkimer,  JORDANVILLE ,  166 MAIN ST , 
855,1906188,9/16/2019,MIRABITO HOLDINGS STORAGE FACILITIES ,Chenango,  GREENE ,  13 CHERRY ST , 
856,1906189,9/16/2019,PHILIP CROSBY @ GRANT & WORDEN ST ,Onondaga,  SYRACUSE ,  GRANT BLVD & WORDEN ST , 
857,1906190,9/16/2019,PAVEMENT ,Westchester,  WHITEPLAINS ,  WATER ST , 
858,1906191,9/16/2019,AMALGAMATED INT ,Suffolk,  EAST FARMINGDALE ,  145 TOLEDO STREET , 
859,1906192,9/16/2019,FORT DRUM US ARMY ,Jefferson,  FARGO ,  LOOP RD , 
860,1906193,9/16/2019,REGIONAL TRANSPORTATION CENTER ,Onondaga,  SYRACUSE ,  1 WALSH CIRCLE , 
861,1906194,9/16/2019,PAVEMENT AND SOIL ,Suffolk,  RONKONKOMA ,  50 REMINGTON BLVD , 
862,1906195,9/16/2019,UNKNOWN ,Suffolk,  RONKONKOMA ,  50 REMINGTON BLVD , 
863,1906196,9/16/2019,TEST ,Suffolk,  TEST ,  TEST , 
864,1906197,9/16/2019,DECKER ,Orange,  THOMPSON RIDGE ,  81 COUNTY HWY 17 , 
865,1906198,9/16/2019,NYC TRANSITNKNOWN ,Queens,  JAMAICA ,  165 -25 147TH AVE , 
866,1906199,9/16/2019,MONDERER RESIDENCE ,Orange,  TUXEDO PARK ,  126 SUMMIT RD , 
867,1906200,9/16/2019,GRAVEL ,Ulster,  LLOYD ,  SOUTH ST , 
868,1906201,9/16/2019,SUNMOUNT DEVELOPMENTAL CENTER ,Franklin,  TUPPER LAKE ,  380 & 390 HOSLEY HILL RD. , 
869,1906203,9/16/2019,STORM SEWER IN STREET IFO BELOW ADDRESS ,Suffolk,  HUNTINGTON ,  26 E4TH ST (NEAR WENNEX RD) , 
870,1906202,9/16/2019,UNKNOWN ,Nassau,  OCEANSIDE ,  OCEAN AVENUE , 
871,1906204,9/16/2019,SELKIRK RAIL YARD ,Albany,  SELKIRK ,  ALBANY RD , 
872,1906218,9/16/2019,ODOR ,Monroe,  GREECE ,  DEWEY AVENUE AND EDGEMERE DRIVE , 
873,1906206,9/16/2019,RESIDENCE ,Suffolk,  WEST BABYLON ,  232 DUTCHESS STREET , 
874,1906207,9/16/2019,PAVEMENT AND SOIL ,Schoharie,  JEFFERSON ,  PERAGLIE ROAD , 
875,1906208,9/16/2019,BNL ,Suffolk,  UPTON ,  817 RENAISSANCE RD , 
876,1906209,9/16/2019,CONCRETE ,Erie,  TONAWANDA ,  2321 KENMORE AVE , 
877,1906210,9/16/2019,BNL ,Suffolk,  UPTON ,  20 NORTH 6 STREET , 
878,1906211,9/16/2019,POLE 8-2 IN BACKYARD ,Oneida,  WHITESBORO ,  138 CLINTON ST , 
879,1906212,9/16/2019,GROUND ,Franklin,  MOIRA ,  436 ST RT 95 , 
880,1906213,9/16/2019,HOUSE ,Montgomery,  ST JOHNSVILLE ,  5 LION PL , 
881,1906214,9/16/2019,AMBROSE ANCHORAGE - VESSEL ,New York,  NEW YORK ,  BASE OF HUDSON IN ATLANTIC , 
882,1906215,9/16/2019,CON ED EXCAVATION ,Westchester,  PORT CHESTER ,  IFO 5 GRACE CHURCH ST , 
883,1906216,9/16/2019,DISTRIBUTION CENTER ,Montgomery,  AMSTERDAM ,  1800 ST HWY 5S , 
884,1906263,9/17/2019,WELCH RESIDENCE ,Albany,  LATHAM ,  25 EAST VIEW RD , 
885,1906217,9/17/2019,ROADWAY ,Suffolk,  EAST NORTHPORT ,  185 LARKFIELD RD , 
886,1906233,9/17/2019,ST. LAWRENCE RIVER SPILLWAY ,St Lawrence,  MASSENA ,  NY ROUTE 131 , 
887,1906220,9/17/2019,DRILL ,New York,  MANHATTAN ,  CRUISE TERMINAL 711 12TH AVE , 
888,1906219,9/17/2019,HILDINGER - UST ,Westchester,  CROTON ,  45 SUNSET DRIVE , 
889,1906221,9/17/2019,THE BEER GARDEN ,Nassau,  FREEPORT ,  63 WOODCLEFT AVE , 
890,1906222,9/17/2019,ROADWAY ,Putnam,  PUTNAM VALLEY ,  53 SOMERSET LANE , 
891,1906224,9/17/2019,LEAKING AUTO TO ROADWAY ,Westchester,  YONKERS ,  16 RAYMOND PLACE , 
892,1906225,9/17/2019,COMMERCIAL ,Queens,  JAMAICA ,  178-01 LIBERTY AVE , 
893,1906226,9/17/2019,SOIL ,Dutchess,  HOPEWELL JCT ,  117 SHENANDOAH ROAD , 
894,1906227,9/17/2019,UNKNOWN ,Nassau,  OYSTER BAY ,  4 SOUTH STREET , 
895,1906228,9/17/2019,BLACK MATERIAL ,Chautauqua,  FREDONIA ,  RT 60 & RT 20 , 
896,1906229,9/17/2019,GROUND / DITCH ,Onondaga,  VAN BUREN ,  2245 WARNERS ROAD , 
897,1906230,9/17/2019,INTERNATIONAL PAPER ,Essex,  TICONDEROGA ,  568 SHORE AIRPORT RD , 
898,1906231,9/17/2019,FLYNN - UST ,Westchester,  YONKERS ,  153 KNEELAND AVE , 
899,2301142,9/17/2019,SHILLABBER RESIDENCE ,Warren,  WARRENSBURG ,  5 CEDAR LANE , 
900,1906232,9/17/2019,CATSKILL PROVISIONS BUILDING ,Sullivan,  CALLICOON ,  16 UPPER MAIN ST , 
901,1906234,9/17/2019,VULCRAFT ,Chemung,  CHEMUNG ,  621 MAIN STREET , 
902,1906235,9/17/2019,RUDNICK RESIDENCE ,Nassau,  ISLAND PARK ,  120 HARRISON AVE , 
903,1906236,9/17/2019,MARGOTTA RESIDENCE ,Rockland,  WEST NYACK ,  24 MARYCREST RD , 
904,1906238,9/17/2019,BARRICELLI RESIDENCE ,Nassau,  OYSTER BAY ,  722 SOUNDVIEW RD , 
905,1906239,9/17/2019,COMMERCIAL ,Montgomery,  FORT PLAIN ,  102 CASTLER RD , 
906,1906237,9/17/2019,FORT DRUM ,Jefferson,  LERAY ,  ONTARIO AVE , 
907,1906241,9/17/2019,ROADWAY ,Onondaga,  CICERO ,  8741 BREWERTON ROAD , 
908,1906242,9/17/2019,INVESTIGATION SITE ,Rensselaer,  TROY ,  244-246 FIRST ST , 
909,1906253,9/17/2019,HUNTER/HARPER ROADS DISCHARGE ,Washington,  FORT EDWARD ,  HARPER ROAD , 
910,1906243,9/17/2019,ST GABRIEL'S CHURCH ,Westchester,  NEW ROCHELLE ,  120 DIVISION ST , 
911,1906244,9/17/2019,KWARK - UST ,Westchester,  CHAPPAQUA ,  16 GAREY DRIVE , 
912,1906245,9/17/2019,CENTRAL HUDSON G&E ,Dutchess,  POUGHKEEPSIE ,  282 SOUTH RD , 
913,1906246,9/17/2019,GREGORY B JARVIS HYDRO ELECTRIC GENERATING STATION ,Oneida,  REMSEN ,  11604 STATE RT 365 , 
914,1906247,9/17/2019,FORMER FUEL OIL TERMINAL ,Bronx,  BRONX ,  1400 FERRIS PLACE , 
915,1906248,9/17/2019,COUNTY SOLID WASTE PROPERTY ,Rockland,  WEST NYACK ,  166 SOUTH RT 303 , 
916,1906249,9/17/2019,CHAMPLIN BEACH ,Steuben,  HAMMONDSPORT ,  RTE 54 , 
917,1906250,9/17/2019,NATIONAL GRID HYD. LINE ,Orleans,  ALBION ,  557 EAST AVE , 
918,1906251,9/17/2019,CONCRETE COMPANY ,Cayuga,  Sennett ,  3486 Franklin St Rd , 
919,1906252,9/17/2019,MVA @ I-81NB @ EXIT 29N ,Onondaga,  CICERO ,  I-81NB @ EXIT 29N , 
920,1906254,9/17/2019,CON ED O/H TRANSFORMER LEAK ,Westchester,  TARRYTOWN ,  70 CHURCH ST , 
921,1906255,9/17/2019,CHHABRA RESIDENCE ,Nassau,  PLAINVIEW ,  21 LILLIAN LANE , 
922,1906256,9/17/2019,LONG BEACH EAST OF BOARDWALK ,Nassau,  LONG BEACH ,  NATIONAL BLVD , 
923,1906257,9/17/2019,VEHICLE ,Bronx,  BRONX ,  1814 WEEKS AVE , 
924,1906258,9/18/2019,NORTH WHITE PLAINS GULF ,Westchester,  WHITE PLAINS ,  750 NORTH BROADWAY , 
925,1906366,9/18/2019,R&R TIRE ,Cattaraugus,  GREAT VALLEY ,  4973 ROUTE 219 , 
926,1906259,9/18/2019,SOUTHAMPTON SHORES DOCK ,Suffolk,  SOUTHAMPTON ,  WOOLEY DR , 
927,1906260,9/18/2019,COXSACKIE WWTP ,Greene,  COXSACKIE ,  SOUTH RIVER ST , 
928,1906261,9/18/2019,CON ED PAD MOUNT TRANSFORMER ,Westchester,  SCARSDALE ,  3 CRAWFORD LANE , 
929,1906262,9/18/2019,SOIL ,Columbia,  CLAVERACK ,  67 WILLOW DALE FARM LANE , 
930,1906264,9/18/2019,HANSON AGGRAGATES ,Jefferson,  WATERTOWN ,  25133 ST RTE 3 , 
931,1906265,9/18/2019,GROUND ,Onondaga,  NORTH SYRACUSE ,  802 NORTH MAIN ST , 
932,1906266,9/18/2019,DORCHESTER NY LLC PROPERTY ,Nassau,  MANHASSET ,  47 DORCHESTER DRIVE , 
933,1906267,9/18/2019,FIELDBROOK FOODS ,Chautauqua,  DUNKIRK ,  1 ICE CREAM DR , 
934,1906268,9/18/2019,SOIL ,Monroe,  ROCHESTER ,  435 DEWEY AVE , 
935,1906269,9/18/2019,GAS STATION ,Erie,  WEST SENECA ,  4100 SENECA STREET , 
936,1906270,9/18/2019,DANIELE - UST ,Westchester,  WHITE PLAINS ,  30 OGDEN AVE , 
937,1906271,9/18/2019,CON ED ,Bronx,  BRONX ,  1560 BUCKNER BLVD , 
938,1906272,9/18/2019,WESTWOOD PARK ,Erie,  LANCASTER ,  175 PAVEMENT RD , 
939,1906273,9/18/2019,LEPIC - UST ,Westchester,  SLEEPY HOLLOW ,  870 NEW BROADWAY , 
940,1906274,9/18/2019,SCHOOL ,Queens,  FOREST HILLS ,  68-17 AUSTIN ST , 
941,1906275,9/18/2019,COAST GUARD BASE ,Suffolk,  NORTHPORT ,  12 LIGHTHOUSE RD , 
942,1906276,9/18/2019,HERNANDEZ RESIDENCE ,Suffolk,  FARMINGVILLE ,  62 WOODYCREST DRIVE , 
943,1906277,9/18/2019,NYSEG TRANSFORMER ,Wayne,  ONTARIO ,  1864 RTE 104 , 
944,1906278,9/18/2019,RESIDENTIAL ,Richmond,  STATEN ISLAND ,  125 OXFORD PL , 
945,1906279,9/18/2019,VERNON SUBSTATION ,Queens,  LONG ISLAND CITY ,  38-54 VERNON BLVD , 
946,1906280,9/18/2019,RUSCITTO RESIDENCE ,Putnam,  BREWSTER ,  111 FARM TO MARKET RD , 
947,1906281,9/18/2019,POLE 46965/56439 ,Sullivan,  BLOOMINGBURGH ,  29 MAPLE AVE , 
948,1906282,9/18/2019,SUNSET BAY MARINA ,Chautauqua,  IRVING ,  12952 ALLEGANY RD , 
949,1906283,9/18/2019,DELI ,Westchester,  WHITEPLAINS ,  241 TARRYTOWN RD , 
950,1906299,9/19/2019,PHOENIX LOCK 1 ,Oswego,  PHOENIX ,  CULVERT STREET , 
951,1906284,9/19/2019,PAVEMENT ,Suffolk,  MIDDLE ISLAND ,  149 LONGWOOD ROAD , 
952,1906285,9/19/2019,SOIL ,Suffolk,  RIDGE ,  1630 MEDFORD ROAD , 
953,1906286,9/19/2019,SOIL VAULT ,Sullivan,  FALLSBURGH ,  BROWNS INTER CIRCLE ROAD , 
954,1906287,9/19/2019,RESIDECE ,Westchester,  OSSINING ,  17 DERBY LANE , 
955,1906288,9/19/2019,JFK TERMINAL 4 GATE 7 ,Queens,  QUEENS ,  JFK TERMINAL 4 GATE 7 , 
956,1906289,9/19/2019,CORE-MARK TRUCK / STAMFORD COUNTRY STORE ,Delaware,  STAMFORD ,  2 HARPER STREET , 
957,1906304,9/19/2019,LEAKING VEHICLE ,Erie,  BUFFALO ,  227 LUDINGTON , 
958,1906290,9/19/2019,SPILL BUCKET ,Niagara,  NIAGARA FALLS ,  6724 WILLIAMS ROAD , 
959,1906291,9/19/2019,E&V AT LAMARCHE RESIDENCE ,Jefferson,  DEXTER ,  24860 COUNTY RT 54 , 
960,1906292,9/19/2019,PAINT CHIP COMPLAINT ,Schuyler,  WATKINS GLEN ,  223 SOUTH FRANKLIN ST , 
961,1906293,9/19/2019,SPEEDWAY; BRINE RELEASE DURING TANK PULL ,Broome,  BINGHAMTON ,  704 FRONT STREET , 
962,1906294,9/19/2019,CUMBERLAND FARMS # 3182 ,Washington,  WHITEHALL ,  191 BROADWAY , 
963,1906296,9/19/2019,RESIDENCE ,Nassau,  PLAINVIEW ,  2 IVY COURT , 
964,1906295,9/19/2019,POLE T2 ,Westchester,  BUCHANAN ,  146 SEWARD AVE , 
965,1906297,9/19/2019,SOTO RESIDENCE ,Nassau,  INWOOD ,  41 WESTCOTT STREET , 
966,1906298,9/19/2019,RESIDENCE ,Nassau,  PLAINVIEW ,  2 IVY COURT , 
967,1906300,9/19/2019,59 ROCK ISLAND STREET ,St Lawrence,  GOUVERNEUR ,  59 ROCK ISLAND STREET , 
968,1906301,9/19/2019,COMMERCIAL ,Oswego,  OSWEGO ,  448 CO RT 1A , 
969,1906302,9/19/2019,PAVEMENT SOIL ,Putnam,  CARMEL ,  1099 ROUTE 52 , 
970,1906303,9/19/2019,RESIDENTIAL ,New York,  NEW YORK ,  538 WEST 114TH ST , 
971,1906305,9/19/2019,SUNOCO STATION ,Sullivan,  LIBERTY ,  33 SULLIVAN AVE , 
972,1906306,9/19/2019,RESIDENTIAL ,Ulster,  ELLENVILLE ,  512 S GULLY RD , 
973,1906307,9/19/2019,NCDPW ,Nassau,  MANHASSET ,  360 BAYVIEW AVE , 
974,1906310,9/19/2019,GLOBAL PARTNERS-DRILL ONLY ,Nassau,  Oyster Bay ,  1 COMMANDER SQUARE , 
975,1906308,9/19/2019,LITTLE LAKE ERIE ,Sullivan,  NARROWSBURG ,  81 ERIE AVE , 
976,1906309,9/19/2019,SUNY ALBANY ,Albany,  ALBANY ,  1400 WASHINGTON AVE , 
977,1906311,9/19/2019,BERKSHIRE APARTMENTS ,Dutchess,  AMENIA ,  214 SINPATCH ROAD , 
978,1906312,9/19/2019,DOOLIN - UST ,Westchester,  MAMARONECK ,  3 WAGON WHEEL RD , 
979,1906313,9/19/2019,NATIONAL GRID ,Rensselaer,  HOOSICK FALLS ,  15 CAREY AVE , 
980,1906314,9/19/2019,REPSOL ,Steuben,  CATON ,  2176 GINNAN RD , 
981,1906315,9/19/2019,DANC RODMAN LANDFILL ,Jefferson,  RODMAN ,  23400 NYS RT 177 , 
982,1906316,9/19/2019,CONDO COMPLEX - TTF ,Westchester,  BEDFORD HILLS ,  112 NOTTINGHAM RD , 
983,1906317,9/19/2019,STILLMAN - TTF ,Westchester,  WACCABUC ,  33 MEAD STREET , 
984,1906319,9/19/2019,ROADWAY & SMALL STREAM ,Columbia,  GREENPORT ,  RTE 9 , 
985,1906318,9/19/2019,PAVEMENT AND SOIL ,Genesee,  BATAVIA ,  3932 MAIN STREET , 
986,1906320,9/19/2019,DOT HYDRAULIC LINE ,Steuben,  JASPER ,  3505 CR 72 , 
987,1906321,9/19/2019,ROADWAY; GAS BOX ,Bronx,  BRONX ,  2884 PHILIP AVE /EAST TREMONT AVE , 
988,1906322,9/19/2019,COMMERCIAL ,Nassau,  LYNBROOK ,  444 MERRICK RD , 
989,1906323,9/19/2019,COMMERCIAL ,Nassau,  LYNBROOK ,  444 MERRICK ROAD , 
990,1906324,9/19/2019,RELIANCE FLUID TECH ,Niagara,  NIAGARA FALLS ,  3943 BUFFALO AVE , 
991,1906325,9/19/2019,LAWN ,Erie,  LACKAWANNA ,  49 WINSTEAD RD , 
992,1906326,9/19/2019,SUNBELT RENTALS VEHICLE ,Greene,  TANNERSVILLE ,  130 ALLEN LN , 
993,1906327,9/19/2019,SURF LINE (BEACH) ,Nassau,  LONG BEACH ,  PACIFIC AND SHORE ROAD , 
994,1906328,9/19/2019,SINCLAIR GAS ,Westchester,  YONKERS ,  KIMBALL AVE /MILE SQUARE RD , 
995,1906329,9/19/2019,GRJH CRARYVILLE ,Columbia,  CRARYVILLE ,  NYS RTE 23 - ON NORTHWEST CORNER AND CRARYVILLE , 
996,1906330,9/19/2019,CONSTRUCTION SITE ,Westchester,  NEW ROCHELLE ,  70 NARDOZZI PLACE , 
997,1906331,9/19/2019,TRANSFORMER - PAD ,Orange,  HIGHLAND MILLS ,  23 ASH CT , 
998,1906332,9/19/2019,MOMENTIVE ,Saratoga,  WATERFORD ,  260 HUDSON RIVER RD , 
999,1906333,9/19/2019,MARINA ,Nassau,  FREEPORT ,  900 GUY LOMBARDO AVE , 
1000,1906334,9/19/2019,APT BUILDING; APT 315 ,New York,  MANHATTAN ,  225 CENTRAL PARK WEST , 
1001,1906336,9/20/2019,NORFOLK SOUTHER TANKER FILLING STATION MVA ,Broome,  BINGHAMTON ,  5 HOLMES PLACE , 
1002,1906335,9/20/2019,UNKNOWN ,Onondaga,  SALINA ,  I90 AT THE MATTYDALE EXIT 36 (CASH TOLL) SPREAD TO , 
1003,1906337,9/20/2019,GIAVONNA DIMARIA RESIDENCE ,Suffolk,  MEDFORD ,  39 REDPINE DRIVE , 
1004,1906338,9/20/2019,NAT GRID ,Albany,  ALBANY ,  0 MAIDEN LANE- CORNING PRESERVE , 
1005,1906339,9/20/2019,ST LUKE'S CORNWALL HOSPITAL WATERLINE PROJECT ,Orange,  NEWBURGH ,  3RD STREET , 
1006,1906340,9/20/2019,AUTO REPAIR SHOP ,Franklin,  MOIRA ,  436 NY 95 , 
1007,1906341,9/20/2019,JFK AIRPORT ,Queens,  JAMAICA ,  BLD 263 , 
1008,1906342,9/20/2019,USCG ,Suffolk,  NORTHPORT ,  12 LIGHTHOUSE ROAD , 
1009,1906343,9/20/2019,ROADWAY ,Saratoga,  BALLSTON LAKE ,  3 AND 4 TERRACE COURT , 
1010,1906344,9/20/2019,UST REMOVAL ,Westchester,  YORKTOWN HEIGHTS ,  2906 OLD YORKTOWN ROAD , 
1011,1906345,9/20/2019,DOLOMITE ,Wayne,  WALWORTH ,  1200 ATLANTIC AVE , 
1012,1906346,9/20/2019,DR REDDY'S LABORATORIES ,Schoharie,  MIDDLEBURGH ,  1974 ROUTE 145 , 
1013,1906347,9/20/2019,17 HIAWATHA LANE TANK FAILURE ,Warren,  DIAMOND POINT ,  17 HIAWATHA LANE , 
1014,1906348,9/20/2019,LOBIANCO RES ,Orange,  MONROE ,  2 FERNGLADE COURT , 
1015,1906355,9/20/2019,LAKE MONTAUK ,Suffolk,  MONTAUK ,  59 STAR ISLAND ROAD , 
1016,1906349,9/20/2019,AMODEO RES ,Ulster,  MARLBORO ,  19 BIRDSALL AVE , 
1017,1906350,9/20/2019,KIMBLE ESTATE ,Ulster,  SAUGERTIES ,  25 SIMMONS DRIVE , 
1018,1906351,9/20/2019,SCPD ,Suffolk,  YAPHANK ,  30 YAPHANK AVE , 
1019,1906352,9/20/2019,NESTLER RES ,Sullivan,  HURLEYVILLE ,  1128 OLD LIBERTY ROAD , 
1020,1906353,9/20/2019,SANJAYA MALLICK ,Nassau,  LEVITTOWN ,  110 JERUSALEM AVE , 
1021,1906354,9/20/2019,COMMERCIAL ,Nassau,  FREEPORT ,  80 ALBANY AVE , 
1022,1906356,9/20/2019,AIR ,Tompkins,  ITHACA ,  343 CAMPUS ROAD , 
1023,1906357,9/20/2019,NAT GRID DUMPING LIQUID ,Onondaga,  SYRACUSE ,  NEAR VELASKO AND ONONDAGA STREETS , 
1024,1906359,9/20/2019,CON ED ,Bronx,  BRONX ,  425 W 201ST , 
1025,1906360,9/20/2019,CON ED CONCRETE ,New York,  MANHATTAN ,  108 EAST 29TH ST , 
1026,1906361,9/20/2019,CON ED ,Bronx,  BRONX ,  425 WEST 201ST ST , 
1027,1906362,9/20/2019,NIAGARA FALLS WATER BOARD GORGE PUMPING STATION ,Niagara,  NIAGARA FALLS ,  CSO 006 1099 WHIRLPOOL , 
1028,1906363,9/20/2019,ROADWAY ,Suffolk,  PORT JEFFERSON ,  209 BEACH STREET , 
