,Spill Number,Date Spill Reported,Spill Name,County,City/Town,Address,
1314,1706383,9/30/2017,1400 BREWERTON RD ,Onondaga,  SYRACUSE ,  1400 BREWERTON ROAD , 
1315,1706384,9/30/2017,LA GUARDIA AIRPORT ,Queens,  FLUSHING ,  LA GUARDIA RD , 
1316,1706385,9/30/2017,RACK 2 ,Queens,  QUEENS ,  BUILDING 42 , 
1317,1706386,9/30/2017,BALLAST ,Niagara,  NIAGARA FALLS ,  2550 29TH STREET , 
1318,1706387,9/30/2017,RESIDENCE ,Westchester,  OSSINING ,  41 SPRING VALLEY ROAD , 
1319,1706388,9/30/2017,DOMINION ENERGY AT 1675 WILCOX ROAD ,Madison,  GEORGETOWN ,  1675 WILCOX ROAD , 
1320,1706389,9/30/2017,POLE - SOUTHEAST CORNER ,Niagara,  LOCKPORT ,  TRANSIT ROAD AND LINCOLNSHIRE DR , 
1321,1706390,9/30/2017,CAYUGA CREEK ,Niagara,  NIAGARA FALLS ,  CAYUGA DRIVE , 
1322,1706391,9/30/2017,CONCRETE TRUCK FIRES ,Putnam,  LAKE CARMEL ,  301 ROUTE 52 , 
1323,1706392,9/30/2017,POLE 28 ,Allegany,  FRIENDSHIP ,  4424 PENNSAYLVANIA AVE , 
1324,1706393,9/30/2017,SOIL ,Queens,  DOUGLASTON ,  240-28 69TH AVE , 
1325,1706394,10/1/2017,VEHICLE ACCIDENT ,Putnam,  CARMEL ,  RT 301 AND RT 52 , 
1326,1706395,10/1/2017,DELTA SONIC CAR WASH ,Onondaga,  FAIRMOUNT ,  3328 W GENESEE ST , 
1327,1706396,10/1/2017,VEHICLE ACCIDENT ,Wyoming,  GAINESVILLE ,  4823 STATE ROUTE 78 , 
1328,1706397,10/1/2017,OSSINING TRAIN STATION ,Westchester,  OSSINING ,  1 MAIN ST , 
1329,1706398,10/1/2017,RESIDENCE ,Westchester,  ARMONK ,  9 FROGG LOCK ROAD , 
1330,1706399,10/1/2017,DRUM RUN ,Bronx,  BRONX ,  MAJOR DEEGAN , 
1331,1706400,10/1/2017,COLONIE LANDFILL ODOR ,Albany,  COLONIE COHOES LATHAM WATERFOR ,  1319 LOUDON RD RT 9 LANDFILL WIDGEON WAY , 
1332,1706401,10/1/2017,RESIDENCE ,Nassau,  GLEN HEAD ,  31 SMITH STREET , 
1333,1706402,10/1/2017,RESIDENCE ,Erie,  ELMA ,  1791 WOODARD ROAD , 
1334,1706403,10/1/2017,CON ED AERIAL CABLE LEAK ,Richmond,  STATEN ISLAND ,  84 NELSON AVE , 
1335,1706404,10/1/2017,BEAVER RIVER CENTRAL SCHOOL ,Lewis,  BEAVER FALLS ,  9508 ARTZ ROAD , 
1336,1706405,10/1/2017,SUB STATION ,Rockland,  WEST HAVERSTRAW ,  112 RAMAPO ROAD , 
1337,1706406,10/1/2017,PAVEMENT (PRICE CHOPPER PARKING LOT) ,Rensselaer,  TROY ,  125TH AND 2ND , 
1338,1706407,10/1/2017,TRANSFORMER - POLE # 250-1 NYSEG ,Rensselaer,  SAND LAKE ,  177 MOSHER RD , 
1339,1706408,10/1/2017,GROUND ,Putnam,  CARMEL ,  631 CROTON FALLS ROAD , 
1340,1706409,10/1/2017,EXIT 17 OFFRAMP ,Saratoga,  MOREAU ,  I87 SB , 
1341,1706410,10/2/2017,FORMER REPAIR SHOP ,Oneida,  UTICA ,  408 ELIZABETH ST , 
1342,1706411,10/2/2017,ROGER GOODRICH @ 2745 DOWNS ROAD ,Cayuga,  WEEDSPORT ,  2745 DOWNS ROAD , 
1343,1706412,10/2/2017,MOBILE HOME ,Broome,  WINDSOR ,  1087 OLD ROUTE 17 , 
1344,1706413,10/2/2017,LILAVOIS RESIDENCE ,Nassau,  NEW HYDE PARK ,  553 LAKEVILLE ROAD , 
1345,1706414,10/2/2017,HOME ,Orange,  WASHINGTONVILLE ,  108 BARNES RD , 
1346,1706415,10/2/2017,AUGUST CHINAPPI MVA ,Monroe,  BROCKPORT ,  7726 WEST RIDGE ROAD , 
1347,1706416,10/2/2017,NATIONAL GRID AT 497 HARRIS HILL RD ,Oswego,  HANNIBAL ,  497 HARRIS HILL RD , 
1348,1706418,10/2/2017,BASEMENT ,Queens,  OAKLAND GARDENS ,  4812 206TH ST , 
1349,1706417,10/2/2017,BYRNE DAIRY MVA ,Ontario,  SHORTSVILLE ,  1776 STATE ROUTE 21 , 
1350,1706419,10/2/2017,CRANE PAD ,Franklin,  CHATEAUGAY ,  136 THREE LN , 
1351,1706420,10/2/2017,MCDONALDS ,Monroe,  ROCHESTER ,  3303 CHILI AVE , 
1352,1706421,10/2/2017,WEST - BASEMENT AST ,Westchester,  LARCHMONT ,  95 WILLOW AVE , 
1353,1706422,10/2/2017,TURCO - UST ,Westchester,  GRANITE SPRINGS ,  21 GRANITE SPRINGS RD , 
1354,1706423,10/2/2017,INTERSECTION ,Erie,  ALDEN ,  GENSEE ST AND CRITTENDEN RD , 
1355,1706425,10/2/2017,MINEVILLE OIL COMPANY ,Essex,  MINEVILLE ,  2815 PLANK RD , 
1356,1706424,10/2/2017,CORNELL AT 204 EAST AVE ,Tompkins,  ITHACA ,  204 EAST AVE , 
1357,1706426,10/2/2017,DUANESBURG HIGHWAY DEPT ,Schenectady,  DUANESBURG ,  5799 WESTERN TURNPIKE , 
1358,1706427,10/2/2017,ED ARNOLD SCRAP PROCESSORS ,Erie,  ALDEN ,  GENESEE AND CRITTENDEN ROAD , 
1359,1706463,10/2/2017,JOYCE 4 WELL ,Allegany,  ANDOVER ,  INDEPENDENCE RD , 
1360,1706428,10/2/2017,UNKNOWN ,Suffolk,  SHOREHAM ,  RTE 25A /TESLA STREET , 
1361,1706429,10/2/2017,LAWN MOWER ,Dutchess,  PLEASANT VALLEY ,  KOVACS LANE , 
1362,1706431,10/2/2017,PARKING LOT ,Erie,  HAMBURG ,  5673 MCKINLEY PARKWAY , 
1363,1706430,10/2/2017,REGENERON TEMPEL LN HYD LIFT ,Rensselaer,  EAST GREENBUSH RENS ZIP ,  401 TEMPEL LN , 
1364,1706432,10/2/2017,UNKNOWN @ 1879 QUARTERLINE RD ,Madison,  HUBBARDSVILLE ,  1879 QUARTERLINE RD , 
1365,1706433,10/2/2017,LAWN MOWER ,Dutchess,  PLEASANT VALLEY ,  OFF RTE 44 , 
1366,1706434,10/2/2017,FASANO - AST ,Westchester,  YONKERS ,  118 KIMBALL TERRACE , 
1367,1706435,10/2/2017,RESIDENTIAL ,Sullivan,  BLOOMINGBURG ,  52 PONDAROSA RD , 
1368,1706436,10/2/2017,BOON AND SONS DISPOSAL ,Monroe,  GREECE ,  202 LAKE BREEZE ROAD , 
1369,1706437,10/2/2017,LURIA RESIDENCE ,Orange,  NEW WINDSOR ,  59 RYAN COURT , 
1370,1706438,10/2/2017,NATIONAL GRID POLE 6104 ,Niagara,  BURT ,  6071 EAST LAKE RD , 
1371,1706439,10/2/2017,NATIONAL GRID BUFFALO STATION 60 ,Erie,  AMHERST ,  145 HAUSSAURER RD , 
1372,1706440,10/2/2017,WATER STORAGE ACCESS RD ,Onondaga,  CAMILLUS ,  400 BLACK MORE RD , 
1373,1706441,10/2/2017,BOON AND SONS ,Monroe,  GREECE ,  202 LAKE BREEZE RD , 
1374,1706442,10/2/2017,CSX FRONTIER YARD - NORTH 1 TRACK ,Erie,  BUFFALO ,  1836 BROADWAY , 
1375,1706443,10/2/2017,REVERE SMELTING AND REFINING PLANT ,Orange,  MIDDLETOWN ,  65 BALLARD RD , 
1376,1706444,10/3/2017,VAULT VS STRUCTURE 2750 ,New York,  MANHATTAN ,  402-04 WEST 31ST ST , 
1377,1706445,10/3/2017,NYS THRUWAY SB EXIT 12 ,Rockland,  CLARKSTOWN ,  NYS THRUWAY SB , 
1378,1706446,10/3/2017,ROADWAY ,Kings,  BROOKLYN ,  EAST NY AVE AND BRISTOL ST , 
1379,1706447,10/3/2017,ROADWAY ,Kings,  BROOKLYN ,  GRAND ST AND LORIMER ST , 
1380,1706448,10/3/2017,ROADWAY ,Kings,  BROOKLYN ,  PENNSYLVANIA AVE AND GENEVA LOOP , 
1381,1706449,10/3/2017,HUDSON RIVER ,Rockland,  NYACK ,  TAPPEN ZEE BRIDGE BEND 34 , 
1382,1706450,10/3/2017,PERTCHIK RESIDENCE ,Columbia,  HILLSDALE ,  978 MITCHELL ST , 
1383,1706451,10/3/2017,ROADWAY ,Suffolk,  NISSEQUOGUE ,  BRANGLEBRINK ROAD/MORICHES ROAD , 
1384,1706452,10/3/2017,NAT GRID TRANSFORMER ,Genesee,  BATAVIA ,  5100 EAST MAIN ROAD , 
1385,1706453,10/3/2017,MAN HOLE 2420 CON ED ,Queens,  QUEENS ,  JUNCTION BLVD AND 37TH AVE , 
1386,1706454,10/3/2017,SOIL ,Ulster,  HIGHLAND ,  281 UPPER NORTH ROAD , 
1387,1706455,10/3/2017,BP GAS/ PMG ,Westchester,  EASTCHESTER ,  381 WHITE PLAINS RD , 
1388,1706456,10/3/2017,CABLE RES ,Putnam,  BREWSTER ,  6 MAPLE LANE , 
1389,1706457,10/3/2017,RITE OF WAY ,Bronx,  BRONX ,  2334 BOSTON RD , 
1390,1706458,10/3/2017,DOAN AUTOMOTIVE ,Monroe,  GREECE ,  3800 WEST RIDGE RD , 
1391,1706459,10/3/2017,BUSINESS FNA PARTNERS ,Westchester,  WHITE PLAINS ,  271 - 283 MAMARONECK AVE , 
1392,1706460,10/3/2017,ROADWAY ,Nassau,  MERRICK ,  50 HENDRICKSON AVENUE , 
1393,1706461,10/3/2017,POLE 66011 ,Kings,  BROOKLYN ,  REMSSEN AVE/FOSTER AVE , 
1394,1706462,10/3/2017,KUO RESIDENCE ,Nassau,  LEVITTOWN ,  78 RED MAPLE DRIVE NORTH , 
1395,1706464,10/3/2017,GREENWOOD LAKE ,Orange,  GREENWOOD LAKE ,  115 WOODS ROAD , 
1396,1706465,10/3/2017,UNKNOWN ,Suffolk,  DIX HILLS ,  1 THORNWOOD COURT , 
1397,1706466,10/3/2017,CSX ,Albany,  SELKIRK ,  1 BELL CROSSING RD YARD , 
1398,1706467,10/3/2017,MLK EXPRESSWAY ,Richmond,  STATEN ISLAND ,  EXIT 10 W , 
1399,1706468,10/3/2017,COMMERCIAL BLACK TOP ,Niagara,  NIAGARA FALLS ,  300 3RD ST , 
1400,1706469,10/3/2017,County Waste ,Albany,  COLONIE ,  MAHOGANY DR & BEACON DR , 
1401,1706470,10/3/2017,COFFEY (JIM) RESIDENCE ,Monroe,  BRIGHTON ,  20 MIDLAND AVE , 
1402,1706471,10/3/2017,NORTH COUNTRY EXPRESS MART ,Jefferson,  CLAYTON ,  634 JAMES STREET , 
1403,1706473,10/3/2017,POWELL RESIDENCE ,Steuben,  DANSVILLE ,  10007 RYDER ROAD , 
1404,1706472,10/3/2017,TROY PUBLIC WORKS GARAGE ,Rensselaer,  TROY ,  3118 7 AVE , 
1405,1706474,10/3/2017,HOME ,Rockland,  SPRING VALLEY ,  34 SKYLARK DRIVE , 
1406,1706475,10/3/2017,BUSINESS CENTRAL HUDSON ,Ulster,  HIGHLAND ,  24 SOUTH ST , 
1407,1706478,10/3/2017,CANANDAIGUA AIRPORT AIR0025 ,Ontario,  CANANDAIGUA ,  2480 BRICKYARD RD , 
1408,1706476,10/3/2017,MYRIE RESIDENCE ,Nassau,  MERRICK ,  130 KIRKWOOD AVENUE , 
1409,1706477,10/3/2017,NORTH COUNTRY EXPRESS MART ,Jefferson,  CLAYTON ,  634 JAMES STREET , 
1410,1706480,10/3/2017,CHAUTAUQUA CO/JAMESTOWN AIRPORT AIR0027 ,Chautauqua,  Jamestown ,  3163 airport dr , 
1411,1706479,10/3/2017,YORK COLLEGE ,Queens,  JAMACA ,  94-20 GUY R BREWER BLVD , 
1412,1706481,10/3/2017,MASSENA INTERNATIONAL AIRPORT AIR0062 ,St Lawrence,  MASSENA ,  90 AVIATION RD , 
1413,1706482,10/3/2017,OGDENSBURG INTERNATIONAL AIRPORT AIR0066 ,St Lawrence,  OGDENSBURG ,  5840 STATE ROUTE 812 , 
1414,1706483,10/3/2017,WATERTOWN INTERNATIONAL AIRPORT AIR0086 ,Jefferson,  DEXTER ,  22525 AIRPORT DR , 
1415,1706484,10/3/2017,LYONS FIRE TRAINING CENTER FTR0040 ,Wayne,  LYONS ,  7336 RTE 31 , 
1416,1706485,10/3/2017,BLUE BARREL ,Cattaraugus,  SOUTH DAYTON ,  FROG VALLEY ROAD , 
1417,1706486,10/3/2017,SAINT LAWRENCE COUNTY FIRE TRAINING CENTER FTR0065 ,St Lawrence,  POTSDAM ,  45 BLANCHARD RD , 
1418,1706487,10/3/2017,SURFACE FINISH TECHNOLOGIES; INCORPORATED MFG0151 ,Chemung,  ELMIRA ,  215 JUDSON ST , 
1419,1706488,10/3/2017,GAY RESIDENCE ,Essex,  LEWIS ,  452 STOWERSVILLE RD , 
1420,1706489,10/3/2017,UNKNOWN ,Nassau,  WOODBURY ,  12 CLEARMEADOW COURT , 
1421,1706490,10/3/2017,ROADWAY IN FROM GOLDEN CORAL RESTR ,Monroe,  HENRIETTA ,  450 JEFFERSON RD , 
1422,1706491,10/3/2017,ROADWAY ,Westchester,  HARRISON ,  IFO 195 HALLSTEAD AVE , 
1423,1706492,10/3/2017,TRANSFORMER - POLE # 84-2 ,Warren,  BOLTON LANDING ,  99 CLIFF SIDE DR , 
1424,1706493,10/3/2017,38 BROADWAY STREET ,Franklin,  SARANAC LAKE ,  38 BROADWAY , 
1425,1706494,10/3/2017,BNL ,Suffolk,  UPTON ,  UPTON ROAD , 
1426,1706520,10/3/2017,WVDP ,Cattaraugus,  WEST VALLEY ,  10282 ROCK SPRINGS RD , 
1427,1706495,10/3/2017,ARLINGTON FIRE DEPT STATION #4 ,Dutchess,  POUGHKEEPSIE ,  1075 DUTCHESS TURNPIKE , 
1428,1706496,10/3/2017,COMMERCIAL ,Dutchess,  POUGHKEEPSIE ,  1075 ROUTE 44 , 
1429,1706497,10/3/2017,POLE 31174 ,Richmond,  STATEN ISLAND ,  22 GARRETSON AVE , 
1430,1706498,10/3/2017,HIGGINS RESIDENCE MAIN ST (RT 23) ,Greene,  HUNTER ,  7925 MAIN ST (RT 23) , 
1431,1706499,10/3/2017,WERKER RESIDENCE ,Suffolk,  NESCONSET ,  9 BROOKSTAND ROAD , 
1432,1706500,10/3/2017,ROAD ,Genesee,  ELBA ,  4261 MALTBY RD , 
1433,1706501,10/3/2017,COMMERCIAL ,Queens,  FLUSHING ,  LA GUARDIA AIRPORT BUILDING 42 , 
1434,1706502,10/4/2017,POLE 6070 ,Putnam,  MAHOPAC ,  287 WOOD ST , 
1435,1706503,10/4/2017,NORTHPORT MIDDLE SCHOOL ,Suffolk,  NORTHPORT ,  11 MIDDLEVILLE ROAD , 
1436,1706504,10/4/2017,NBT BANK ,Oneida,  CLINTON ,  1 KRIKLAND AVE , 
1437,1706505,10/4/2017,I 87 ,Warren,  bolton ,  south bound /bolton rest area mile 66 , 
1438,1706506,10/4/2017,NYSEG TRANSFORMER - MVA ,Steuben,  CAMPBELL ,  4889 COUNTY ROUTE 125 , 
1439,1706507,10/4/2017,GREENE MILK TRUCK RT 43 @ RT 4 ,Rensselaer,  DEFREESTVILLE ,  RT 43 @ RT 4 , 
1440,1706508,10/4/2017,SAFETY KLEEN ,Albany,  COHOES ,  17 GREEN MT DR , 
1441,1706509,10/4/2017,ERRIGO RESIDENCE ,Nassau,  EAST MEADOW ,  2485 RAMONA STREET , 
1442,1706510,10/4/2017,COMMERCIAL RIVER RD ,Albany,  GLENMONT ,  11 RIVER RD , 
1443,1706511,10/4/2017,RESIDENTIAL ,Cortland,  DRYDEN ,  1075 DAISY HOLLOW RD , 
1444,1706512,10/4/2017,JOHNSON RESIDENCE ,Nassau,  WILLISTON PARK ,  130 CAMPBELL AVENUE , 
1445,1706513,10/4/2017,JAC TOWER ,St Lawrence,  MASSENA ,  38 EAST ORVIS STREET , 
1446,1706514,10/4/2017,SOIL ,Rockland,  PEARL RIVER ,  31-33 MARGRET KEAHON DRIVE , 
1447,1706515,10/4/2017,DRUM RUN ,Bronx,  BRONX ,  674 LONG FELLOW AVE , 
1448,1706516,10/4/2017,KIMELMAN PROPERTY ,Dutchess,  BEACON ,  6 OAK ROAD , 
1449,1706517,10/4/2017,SMITH RESIDENCE/BUCKEYE ,Seneca,  WATERLOO ,  861 WATERLOO GENEVA RD , 
1450,1706518,10/4/2017,RESIDENTIAL ,Chautauqua,  MAYVILLE ,  6458 STEDMAN SHERMAN RD , 
1451,1706519,10/4/2017,POLITO - UST ,Westchester,  YONKERS ,  1 RYDER PLACE , 
1452,1706521,10/4/2017,NORTH CREEK VALERO ,Warren,  NORTH CREEK ,  3184 ROUTE 28 , 
1453,1706522,10/4/2017,RESIDENTIAL ,Nassau,  FREEPORT ,  32 GRANT STREET , 
1454,1706523,10/4/2017,ARMONK SNACK SHOP ,Westchester,  ARMONK ,  360 MAIN ST , 
1455,1706524,10/4/2017,IPIOTIS RESIDENCE ,Nassau,  OYSTER BAY COVE ,  51 WOODLAND DRIVE , 
1456,1706525,10/4/2017,ROADWAY ,Queens,  WHITE STONE ,  WHITE STONE EXPRESS WAY EXIT 13 , 
1457,1706526,10/4/2017,KARRAT RENTAL PROPERTY ,Oneida,  KIRKLAND ,  7939 SENECA TURN PIKE , 
1458,1706527,10/4/2017,ORTIZ RESIDENCE SPRING ST ,Columbia,  CHATHAM ,  57 SPRING ST , 
1459,1706528,10/4/2017,003 GORGE PUMP STATION ,Niagara,  NIAGARA FALLS ,  WHIRLPOOL ST , 
1460,1706529,10/4/2017,ABANDONED BUSINESS ,Onondaga,  SYRACUSE ,  800 EAST WATER ST , 
1461,1706530,10/4/2017,PSEG LI OPS ,Nassau,  HICKSVILLE ,  175 EAST OLD COUNTRY ROAD , 
1462,1706532,10/4/2017,HBO FACILITY - HCC1 BLDG (EAST SIDE) ,Suffolk,  HAUPPAUGE ,  300 NEW HIGHWAY , 
1463,1706531,10/4/2017,SHORE OF RESERVOIR ,Delaware,  WALTON ,  ROUTE 10 NEAR CHASE BROOK , 
1464,1706533,10/4/2017,CEDAR REALITY ,Ulster,  ACCORD ,  11 TOW PATH RD , 
1465,1706534,10/4/2017,UNKNOWN SPILLER @NYS DOT PROJECT 104 OSWEGO ,Oswego,  OSWEGO ,  RTE 104 (NEAR CEMETERY RD) , 
1466,1706535,10/4/2017,UNDER BROOKLYN QUEENS EXPWAY ,Kings,  BROOKLYN ,  APPR 65TH ST , 
1467,1706536,10/4/2017,TTF ,New York,  MANHATTAN ,  61 EAST 11TH STREET , 
1468,1706537,10/4/2017,KOSICE REALTY MGT CORP PROPERTY ,Greene,  CATSKILL ,  391 MAIN ST , 
1469,1706538,10/4/2017,PLAINEDGE HIGH SCHOOL ,Nassau,  MASSAPEQUA ,  241 WINGATE DRIVE , 
1470,1706539,10/4/2017,ON THE ROADWAY ,Chautauqua,  FREDONIA ,  9574 CENTER ROAD , 
1471,1706540,10/4/2017,PRIVATE RESD ,Bronx,  BRONX ,  944 MAGENTA ST , 
1472,1706541,10/5/2017,TRUCK ACCIDENT ,Rockland,  SPRING VALLEY ,  NYS THRUWAY SB MM 24.1 , 
1473,1706542,10/5/2017,POLE 166 ,Ulster,  HARDENBURG ,  11 HIRAM TODD RD , 
1474,1706543,10/5/2017,PARKING LOT ,Onondaga,  Syracuse ,  1300 WOLF ST , 
1475,1706544,10/5/2017,BROOKHAVEN LANDFILL ,Suffolk,  YAPHANK ,  350 HORSELOCK ROAD , 
1476,1706545,10/5/2017,ROADWAY ,Rockland,  SPRING VALLEY ,  I 87 SOUTH EXIT 14 A , 
1477,1706546,10/5/2017,POLE TOP ,Westchester,  NORTH CASTLE ,  125 WHIPPOORWILL ROAD , 
1478,1706566,10/5/2017,SEMI STRUCK DOT CRASH ATTENUATOR ,Broome,  VESTAL ,  NY17E MM234 , 
1479,1706547,10/5/2017,SPEEDY GAS STATION ,Suffolk,  MEDFORD ,  3203 RTE 112 , 
1480,1706548,10/5/2017,SUITCOAT ,Erie,  TONAWANDA ,  GRAND ISLAND BLVD AT THE TW TOLL BOOTH , 
1481,1706549,10/5/2017,DEWITT YARD ,Onondaga,  SYRACUSE ,  600 FREMONT RD , 
1482,1706550,10/5/2017,BP GAS STATION ,Westchester,  ELMSFORD ,  135 NORTH CENTRAL AVE , 
1483,1706551,10/5/2017,HOME ,Schenectady,  SCHENECTADY ,  68 HILLCREST AVE , 
1484,1706555,10/5/2017,BAMBINO RESIDENCE ,Suffolk,  HUNTINGTON ,  211 LITTLE PLAINS ROAD , 
1485,1706552,10/5/2017,CON ED EXCAVATION ,New York,  MANHATTAN ,  WEST END AVE 99TH ST , 
1486,1706553,10/5/2017,STARKS MUFFLER ,Saratoga,  SARATOGA SPRINGS ,  62-64 EXCELSIOR AVE , 
1487,1706554,10/5/2017,INSIDE WAREHOUSE ,Onondaga,  SYRACUSE ,  6485 RIDINGS RD , 
1488,1706568,10/5/2017,GREECE CENTRAL SCHOOL DISTRICT BUS FUELING ,Monroe,  GREECE ,  1790 LATTA ROAD , 
1489,1706556,10/5/2017,ON STREET ,Niagara,  NIAGARA FALLS ,  6932 WILLIAMS ST , 
1490,1706557,10/5/2017,BURGER - UST ,Westchester,  YONKERS ,  81 PURITAN AVE , 
1491,1706563,10/5/2017,FORMER HAWKEYE - PARKING LOT 5 ,Monroe,  ROCHESTER ,  1365 ST. PAUL STREET , 
1492,1706564,10/5/2017,FORMER HAWKEYE -PARKING LOT 6 ,Monroe,  ROCHESTER ,  1295 - 1321 ST. PAUL STREET , 
1493,1706565,10/5/2017,HAWKEYE FACILITY - PARKING LOT 11 ,Monroe,  ROCHESTER ,  74 - 90 AVENUE E , 
1494,1706576,10/5/2017,THRUWAY ,Ulster,  SAUGERTIES ,  MP 96.1 , 
1495,1706558,10/5/2017,UNKNOWN ,Nassau,  OYSTER BAY ,  156 OYSTER BAY ROAD , 
1496,1706559,10/5/2017,GRANT RESIDENCE ,Suffolk,  RONKONKOMA ,  71 MOHICAN AVENUE , 
1497,1706560,10/5/2017,LADENTON SUB STSTION ,Rockland,  POMONA ,  23 DILCZ RD , 
1498,1706561,10/5/2017,BLOCK ,New York,  MANHATTEN ,  116TH ST & 2ND AVE , 
1499,1706562,10/5/2017,TRUCK ACCIDENT ,Orange,  NEWBURGH ,  I-84 WB W OF BRIDGE , 
1500,1706567,10/5/2017,ROADWAY ,Westchester,  YONKERS ,  GLENWOOD AVE AND RIDGE AVE , 
1501,1706569,10/5/2017,CONSTRUCTION SITE ,Rockland,  NYACK ,  49-51 ROUTE 59 , 
1502,1706570,10/5/2017,PALMER ELEMENTARY SCHOOL ,Onondaga,  BALDWINSVILLE ,  7864 HICKS ROAD , 
1503,1706571,10/5/2017,TANK TEST ,Westchester,  TARRYTOWN ,  78 WILDEY ST , 
1504,1706572,10/5/2017,SUBSTATION ,Orange,  MIDDLETOWN ,  282 DOLSON AVE , 
1505,1706573,10/5/2017,SOIL ,Oneida,  UTICA ,  408 ELIZABETH ST , 
1506,1706575,10/5/2017,IN THE CREEK ,Chautauqua,  SINCLAIRVILLE ,  THORNTON ROAD/ CLELAND ROAD , 
1507,1706574,10/5/2017,AIR ,Dutchess,  POUGHKEEPSIE ,  455 SOUTH ROAD , 
1508,1706577,10/5/2017,FEDEX TRUCK ACCIDENT RT 9 ,Columbia,  HUDSON ,  ROUTE 9 & 23 / KIPP ROAD INTERSECTION RT 9 , 
1509,1706578,10/5/2017,NATIONAL GRID ,St Lawrence,  BRASHER FALLS ,  633 SMITH ROAD , 
1510,1706579,10/5/2017,JOHN BURNS PARK ,Nassau,  MASSAPEQUA ,  4990 MERRICK ROAD , 
1511,1706580,10/5/2017,BEHIND THE LODGE ,Essex,  WILMINGTON ,  5021 ROUTE 86 , 
1512,1706581,10/5/2017,STORM DRAIN ,Onondaga,  SYRACUSE ,  ERIE BLVD AT STATE ST , 
1513,1706582,10/5/2017,IN THE CREEK ,Wyoming,  WARSAW ,  ALLEN STREET , 
1514,1706583,10/5/2017,ON THE ROADWAY ,Ulster,  ESOPUS ,  1615 ROUTE 9W , 
1515,1706584,10/5/2017,CONCRETE ,Queens,  LONG ISLAND CITY ,  38-54 VERNON BLVD , 
1516,1706585,10/5/2017,CONCRETE ,Kings,  BROOKLYN ,  190 WITHERS ST , 
1517,1706586,10/5/2017,POLE K25165 CHG&E ,Greene,  CLIMAX ,  373 ROUTE 26 , 
1518,1706587,10/5/2017,SUPERIOR PLUS/AUSTIC FARMS ,Seneca,  INTERLAKEN ,  8938 NY 96 , 
1519,1706588,10/5/2017,MOBILE SITE ,Queens,  REGO PARK ,  61-60 WOODHAVEN BLVD , 
1520,1706589,10/6/2017,NYSEG TRANSFORMER ,Schuyler,  CATHARINE ,  COUNTY ROUTE 14 , 
1521,1706590,10/6/2017,JOHN BURNS PARK ,Nassau,  MASSAPEQUA ,  4990 MERRICK ROAD , 
1522,1706591,10/6/2017,PARKING LOT GAS STATION 7-11 CITGO ,Richmond,  STATEN ISLAND ,  CORNER FOREST AVE - RICHMOND AVE. , 
1523,1706592,10/6/2017,INSIDE STATION ,Onondaga,  CLAY ,  8811 CAUGHDENOY RD , 
1524,1706593,10/6/2017,BEHIND BUILDING ,Montgomery,  AMSTERDAM ,  200 WALLINGS CORNERS & GENESEE LANE , 
1525,1706594,10/6/2017,EAST SIDE OF PROPERTY ,Erie,  LANCASTER ,  3981 WALDEN AVE , 
1526,1706595,10/6/2017,ROADWAY ,Kings,  BROOKLYN ,  409 FULTON STREET , 
1527,1706596,10/6/2017,HAFNER PROPERTY ,Onondaga,  LIVERPOOL ,  7175 BUCKLEY RD , 
1528,1706597,10/6/2017,MANHOLE ,Kings,  BROOKLYN ,  SHEEPSHEAD BAY RD AND WEST 8TH ST , 
1529,1706598,10/6/2017,ON PROPERTY ,Steuben,  TUSCAROROA ,  1392 CR 85 , 
1530,1706599,10/6/2017,STEIN - TTF ,Westchester,  SCARSDALE ,  1 HICKORY LANE , 
1531,1706600,10/6/2017,OVERFILL ,Westchester,  NEW ROCHELLE ,  21 WHITFIELD TERRACE , 
1532,1706601,10/6/2017,INSIDE APARTMENT AND TERRICE ,New York,  NEW YORK ,  410 EAST 6TH ST 17-B , 
1533,1706602,10/6/2017,CONSTRUCTION SITE ,Orange,  GOSHEN ,  366 MAIN STREET , 
1534,1706603,10/6/2017,GIORDANO RES ,Putnam,  BREWSTER ,  34 AMES RD , 
1535,1706604,10/6/2017,MORLEY - UST ,Westchester,  LARCHMONT ,  15 BRIARCLIFF ROAD , 
1536,1706605,10/6/2017,MEGA MART CENTRAL AVE NAT GRID GAS LEAK ,Albany,  COLONIE ,  1560 CENTRAL AVE , 
1537,1706606,10/6/2017,ON ROAD ,Dutchess,  SALT POINT ,  1697 SALT POINT TURNPIKE , 
1538,1706607,10/6/2017,COMMERCIAL - UST ,Westchester,  NEW ROCHELLE ,  35 GRAND STREET , 
1539,1706608,10/6/2017,VALK RESIDENCE ,Ulster,  STONERIDGE ,  365 COTTEKILL ROAD , 
1540,1706609,10/6/2017,RESIDENTIAL APARTMENTS ,Dutchess,  MILLBROOK ,  3286 FRANKLIN AVE , 
1541,1706610,10/6/2017,AJ AUTO & TOWING GARAGE ,Wyoming,  ATTICA ,  131 MARKET ST , 
1542,1706611,10/6/2017,PAILS BY RD ANDERSON DR UNDER I-90 OVERPASS ,Albany,  ALBANY ,  ANDERSON DR UNDER I-90 , 
1543,1706612,10/6/2017,LAFARGE ,Albany,  RAVENA ,  1916 US RT 9W , 
1544,1706613,10/6/2017,COMMERCIAL ,Cortland,  HOMER ,  12 PROSPECT ST , 
1545,1706614,10/6/2017,COMMERCIAL ,Kings,  BROOKLYN ,  409 FULTON ST , 
