,Spill Number,Date Spill Reported,Spill Name,County,City/Town,Address,
2052,2206535,10/29/2022,CHASE RESIDENCE ,Suffolk,  HUNTINGTON STATION ,  11 COURT DR , 
2053,2206536,10/29/2022,NAPPI RESIDENCE ,Nassau,  NORTH BELLMORE ,  974 MARK DR , 
2054,2206537,10/29/2022,WASHING COOKING EQUIPMENT ,New York,  BROOKLYN ,  1344 EAST 64TH ST , 
2055,2206538,10/29/2022,AVERSA - CRAWL SPACE AST ,Westchester,  THORNWOOD ,  857 SHERMAN AVENUE , 
2056,2206539,10/30/2022,VEHICLE LEAK ON ROAD ,New York,  MANHATTAN ,  71 JACKSON ST , 
2057,2206540,10/30/2022,STILLWAGGON RESIDENCE ,Suffolk,  SELDEN ,  82 SOUTH EVERGREEN DR , 
2058,2206541,10/30/2022,HUDSON RIVER ,Warren,  GLENS FALLS ,  1 GLEN ST , 
2059,2206542,10/30/2022,BROOKFIELD ENERGY BELOW HYDRO STATION ,Warren,  GLEN FALLS ,  1 GLEN ST , 
2060,2206543,10/30/2022,PAVEMENT/ ROADWAY ,Orange,  CHESTER ,  1689 KINGS HIGHWAY , 
2061,2206544,10/30/2022,SEEGAL RESIDENCE ,Suffolk,  EAST HAMPTON ,  16 WOODS LANE , 
2062,2206545,10/30/2022,TRANSFORMER ,Suffolk,  MEDFORD ,  1447 NORTH OCEAN AVE , 
2063,2206546,10/30/2022,MILLIONAIR ,Westchester,  WHITE PLAINS ,  240 AIRPORT RD , 
2064,2206547,10/30/2022,NORTHWELL HEALTH IMAGING ,Suffolk,  BAY SHORE ,  440 EAST MAIN ST , 
2065,2206548,10/30/2022,INDUSTRIAL PARK ,Schenectady,  SCOTIA ,  202 3RD ST , 
2066,2206549,10/30/2022,GOSWAMY RESIDENCE ,Nassau,  HICKSVILLE ,  66 11TH ST , 
2067,2206550,10/30/2022,J & J MINI MART ,Madison,  KIRKVILLE ,  991 FYLER RD , 
2068,2206551,10/30/2022,MVA ,Nassau,  EAST MEADOW ,  CHARLES LINDBERGH NORTH RAMP , 
2069,2206552,10/30/2022,ROADWAY ,Sullivan,  MAMAKATING ,  RT17 EB PASTED RT 209 , 
2070,2206553,10/30/2022,TRACTOR TRAILER MVA ,Herkimer,  DANUBE ,  I-90WB MM 212.1 , 
2071,2206554,10/30/2022,CUMBERLAND FARMS 3241 ,Albany,  GLENMONT ,  68 NY-9W , 
2072,2206555,10/31/2022,POLE 15702 ,Kings,  BROOKLYN ,  1459 EAST 64TH ST , 
2073,2206556,10/31/2022,RIDENHOUR CONSTRUCTION INC ,Putnam,  KENT ,  DIXON RD/RT 301 , 
2074,2206557,10/31/2022,LONG ISLAND EXP ,Suffolk,  BRENTWOOD ,  EAST BOUND 495 / WICKS RD , 
2075,2206558,10/31/2022,NYSP AUTHORITY ,Washington,  FORT EDWARD ,  17 BROADWAY , 
2076,2206559,10/31/2022,ROADWAY ,Suffolk,  BRENTWOOD ,  LI EXPRSWY 495 EASTBOUND BETWEEN EXITS 53 AND 54 , 
2077,2206560,10/31/2022,RESIDENCE ,New York,  NEW YORK ,  557 WEST 150 ST , 
2078,2206561,10/31/2022,SERVICE AREA ,Ulster,  PLATTEKILL ,  MILE 64.8 NB I87 , 
2079,2206562,10/31/2022,CABRAL RESIDENCE ,Westchester,  OSSINING ,  21 LINDEN AVE , 
2080,2206563,10/31/2022,PARKING LOT ,Erie,  CHEEKTOWAGA ,  3155 BROADWAY AVE , 
2081,2206564,10/31/2022,DELBENE - UST ,Westchester,  YONKERS ,  754 PALISADES AVE , 
2082,2206565,10/31/2022,ST JOHNSVILLE QUARRY ,Montgomery,  ST JOHNSVILLE ,  7904 STATE HIGHWAY 5 , 
2083,2206566,10/31/2022,RESIDENCE ,Schuyler,  HECTOR ,  6072 ST RT 227 , 
2084,2206567,10/31/2022,RESIDENTIAL ,Queens,  JAMAICA ,  BETWEEN 9112 AND 9116 173 ST , 
2085,2206568,10/31/2022,COMMERCIAL ,Rockland,  NANUET ,  10 STEEP HILL RD , 
2086,2206569,10/31/2022,CONSTRUCTION SITE ,Kings,  BROOKLYN ,  3200 ATLANTIC AVE , 
2087,2206570,10/31/2022,SOIL ,Kings,  BROOKLYN ,  100 NEPTUNE AVE , 
2088,2206571,10/31/2022,FEEDER 38M32 ,Queens,  QUEENS ,  35-58 VERNON BLVD , 
2089,2206572,10/31/2022,SOIL ,Dutchess,  CLINTON CORNERS ,  148 HOBBS LANE , 
2090,2206573,10/31/2022,ROADWAY ,Queens,  QUEENS ,  109-20 UNION HOLSTREET , 
2091,2206574,10/31/2022,NY POWER ,Rensselaer,  SCHAGHTICOKE ,  880 KINICKERBOCKER ROAD , 
2092,2206575,10/31/2022,FUEL PUMP AT SHOP ,Orange,  MONTGOMERY ,  446 NY-416 , 
2093,2206576,10/31/2022,HUDSON RIVER ,New York,  MANHATTEN ,  MANHATTEN CRUISE TERMINAL PIER 90 , 
2094,2206577,10/31/2022,RESIDENTIAL ,Saratoga,  CLIFTON PARK ,  63 ALGONQUIN RD , 
2095,2206578,11/1/2022,FUTURE SUNOCO (TANK INSTALL) ,Monroe,  ROCHESTER ,  1291 LYELL AVENUE , 
2096,2206579,11/1/2022,POND BY HOME ,Oswego,  CENTRAL SQUARE ,  258 CO RT 33 , 
2097,2206580,11/1/2022,CHURCH - PBS TTF ,Westchester,  MOUNT VERNON ,  129 BIRCH STREET , 
2098,2206581,11/1/2022,GENERATOR ,Orange,  CHESTER ,  57 SUGAR LOAF MOUNTAIN , 
2099,2206582,11/1/2022,RESIDENCE ,Orange,  GOSHEN ,  350 SARA WELLS TRAIL , 
2100,2206583,11/1/2022,RESIDENTIAL ,Suffolk,  STONY BROOK ,  1415 STONY BROOK RD , 
2101,2206584,11/1/2022,KENNEDY VALVE ,Chemung,  ELMIRA ,  1021 EAST WATER ST , 
2102,2206585,11/1/2022,SEWAGE PLANT ,Dutchess,  POUGHKEEPSIE ,  1841 NY-376 , 
2103,2206586,11/1/2022,ELEVATOR PIT 11 ,New York,  NEW YORK ,  140 EAST 14TH ST , 
2104,2206596,11/1/2022,VESSEL ,Nassau,  OCEANSIDE ,  3800 HAMPTON RD , 
2105,2206587,11/1/2022,TRANSFORMER ,Rockland,  NYACK ,  135 MAIN ST , 
2106,2206588,11/1/2022,DARK WATER ,Allegany,  ALMOND ,  7440 DONNELLY RD , 
2107,2206589,11/1/2022,ROBERT ISSIP - UST ,Westchester,  HASTINGS ,  23 FRASER PLACE , 
2108,2206590,11/1/2022,ROADWAY ,Chautauqua,  WESTFIELD ,  394 / MARTIN WRIGHT , 
2109,2206591,11/1/2022,RUSSELL RESIDENCE ,Suffolk,  EAST HAMPTON ,  11 NICHOLS LN , 
2110,2206592,11/1/2022,COMMERCIAL ,Suffolk,  COMMACK ,  6181 AND 6183 JERICHO TURNPIKE , 
2111,2206593,11/1/2022,FINCH PAPER HUDSON RIVER ,Warren,  GLENS FALLS ,  1 GLEN ST , 
2112,2206594,11/1/2022,NATIONAL GRID ,Rensselaer,  WYANTSKILL ,  32 SNYDERSLAKE RD , 
2113,2206595,11/1/2022,SYLVAMO FACILITY - POWERHOUSE ,Essex,  TICONDEROGA ,  568 SHORE AIRPORT RD , 
2114,2206597,11/1/2022,VESSEL ,Nassau,  OCEANSIDE ,  3800 HAMPTON ROAD , 
2115,2206598,11/1/2022,HYDRAULICOIL_NYSEG ,Broome,  COLESVILLE ,  COLESVILLE ROAD & JOHNSON ROAD , 
2116,2206611,11/1/2022,ROADWAY ,Nassau,  WEST HEMPSTEAD ,  34 OSBORNE RD , 
2117,2206599,11/1/2022,FORT DRUM ,Jefferson,  WILNA ,  RANGE 23 OF SOUTH TANK TRAIL , 
2118,2206600,11/1/2022,RESIDENTIAL ,Orange,  MIDDLETOWN ,  701 DOSEN RD , 
2119,2206601,11/1/2022,BROOKFIELD RENEWABLE ENERGY ,Warren,  GLENS FALLS ,  1 GLENN ST , 
2120,2206602,11/1/2022,MONROE PERATING CENTER FACILITY ,Orange,  BLOOMING GROVE ,  500 RTE 208 , 
2121,2206603,11/1/2022,FORT DRUM ,Jefferson,  LERAY ,  CAMP HALL BUILDING 4476 , 
2122,2206604,11/1/2022,POLE TOP TRANSFORMER #3 ,Westchester,  POUND RIDGE ,  126 OLD CHURCH LANE , 
2123,2206605,11/1/2022,SS CAR HAULERS LEAKING FUEL TANK ,Steuben,  HORNELL ,  I86 EB 1.5 MILES PAST HORNELL EXIT , 
2124,2206606,11/2/2022,RESIDENTIAL POLETOP ,Dutchess,  WINGDALE ,  1867 RTE 22 , 
2125,2206607,11/2/2022,CUMBERLAND FARMS ,Orange,  MIDDLETOWN ,  436 RT17N , 
2126,2206608,11/2/2022,RESIDENCE ,Rockland,  HAVERSTRAW ,  236 RT9W NORTH , 
2127,2206609,11/2/2022,DUELL RESIDENCE ,Warren,  WARRENSBURG ,  7 RIVER ST , 
2128,2206610,11/2/2022,NATIONAL GRID POLE 331 ,Erie,  BUFFALO ,  33 OLYMPIC AVE , 
2129,2206612,11/2/2022,CLOSSETT RESIDENCE ,Saratoga,  STILLWATER ,  1 LINDA LANE , 
2130,2206613,11/2/2022,CATCH BASIN NEAR 211 VAN WAGONER ,Dutchess,  POUGHKEEPSIE ,  VAN WAGONER RD , 
2131,2206614,11/2/2022,TERMINAL 22 ,Queens,  JAMAICA ,  23B NORTH SERVICE RD , 
2132,2206615,11/2/2022,IANNACE CYCLE SHOP ,Greene,  CATSKILL ,  5265 RT 32 , 
2133,2206618,11/2/2022,MTA BUS SPILL ,Bronx, ,  KINGSBRIDGE DEPOT , 
2134,2206616,11/2/2022,SCEPTER NEW YORK INC ,Seneca,  SENECA FALLS ,  11 LAMB RD , 
2135,2206617,11/2/2022,TRUCKING TERMINAL ,Chautauqua,  FALCONER ,  2560 SOUTH WORK ST , 
2136,2206619,11/2/2022,COMMERCIAL ,Orange,  MONROE ,  677 RTE 208 , 
2137,2206620,11/2/2022,LARKSPUR EAST ,New York,  NEW YORK ,  306 W 117TH ST , 
2138,2206621,11/2/2022,ROADWAY ,Nassau,  WEST HEMPSTEAD ,  OSBORNE RD , 
2139,2206622,11/2/2022,CHILDRENS VILLAGE ,Westchester,  DOBBS FERRY ,  1 ECHO HILLS RD , 
2140,2206623,11/2/2022,IN FRONT OF ,New York,  MANHATTAN ,  24 WEST 132 ST , 
2141,2206624,11/2/2022,RESIDENCE ,Madison,  CAZENOVIA ,  2904 POMPEY HOLLOW RD , 
2142,2206625,11/2/2022,CWM CHEMICAL SERV ,Niagara,  MODEL CITY ,  1550 BALMER RD , 
2143,2206626,11/2/2022,ALCOA - AREA 3 ,St Lawrence,  MASSENA ,  1814 STATE HIGHWAY 131 , 
2144,2206627,11/2/2022,HYD. OIL LEAK NYSEG ,Steuben,  HARTSVILLE ,  DUNHAM RD/FALL CREEK RD , 
2145,2206628,11/2/2022,FORMER NU-CLEAR CLEANERS ,Nassau,  LONG BEACH ,  180 EAST PARK AVE , 
2146,2206629,11/2/2022,DICK LANE ,Washington,  SALEM ,  4415 STATE ROUTE 22 , 
2147,2206630,11/2/2022,FANELLI - UST ,Westchester,  CROTON ,  10 FOX RUN ROAD , 
2148,2206631,11/2/2022,COMMERCIAL ,Orange,  MONROE ,  500 ROUTE 208 , 
2149,2206632,11/2/2022,CLINTON COUNTY LANDFILL ,Clinton,  MORRISONVILLE ,  286 SAND RD , 
2150,2206633,11/2/2022,O'CONNELL ELECTIRC HYDRAULIC OIL SPILL ,Broome,  ENDICOT ,  731 HOOPER RD , 
2151,2206635,11/2/2022,O'CONNELL ELECTRIC HYDRAULIC SPILL ,Broome,  ENDWELL ,  BETWEEN HIGHLAND PARK AND WEIS MARKET , 
2152,2206634,11/2/2022,COMMERCIAL ,Kings,  BROOKLYN ,  285 METROPOLITAN AVE , 
2153,2206636,11/2/2022,NAT GRID TRANSFORMER MVA ,St Lawrence,  NORTH LAWRENCE ,  1523 HIGHWAY 11C , 
2154,2206637,11/2/2022,NOVA BUS PARKING LOT ,Clinton,  PLATTSBURGH ,  260 BANKER RD , 
2155,2206639,11/2/2022,MENDEZ - UST ,Westchester,  OSSINING ,  8 DONALD LANE , 
2156,2206638,11/2/2022,CITY OF BATAVIA FD UST FAILURE ,Genesee,  BATAVIA ,  18 EVANS ST , 
2157,2206666,11/2/2022,OAKLAND MARINA ,Suffolk,  HAMPTON BAYS ,  373 DUNE RD , 
2158,2206640,11/2/2022,TRANSFORMER ,Westchester,  BEDFORD ,  342 PINE BROOK RD , 
2159,2206641,11/2/2022,FARM ,Franklin,  BOMBAY ,  388 COUNTY ROUTE 2 , 
2160,2206642,11/2/2022,MET EXPRESS INC. - MVA ,Wayne,  PALMYRA ,  MAPLE AVE/QUAKER ROAD , 
2161,2206643,11/2/2022,WOODS MVA ,St Lawrence,  NORTH LAWRENCE ,  1523 STATE HIGHWAY 11C , 
2162,2206644,11/2/2022,WERFEL RESIDENCE ,Nassau,  PLAINVIEW ,  28 HAROLD RD , 
2163,2206645,11/2/2022,POLE 1695 - NATIONAL GRID ,Monroe,  HAMLIN ,  1712 WALKER LAKE ONTARIO RD , 
2164,2206646,11/3/2022,MILLER (RORY) RENTAL PROPERTY ,Schuyler,  DUNDEE ,  4200 DECAMP RD , 
2165,2206647,11/3/2022,NB NICOLLS RD SOUTH OF LIE ,Suffolk,  HOLTSVILLE ,  NB NICOLLS RD SOUTH OF LIE , 
2166,2206648,11/3/2022,GASOLINE_BRIDGE ,Broome,  LISLE ,  ROUTE 11 BRIDGE , 
2167,2206649,11/3/2022,INDUSTRIAL ,Monroe,  PENFIELD ,  746 WHALEN RD , 
2168,2206650,11/3/2022,UNDERGROUND NEAR WATER MAIN ,Livingston,  DANSVILLE ,  CORNER OF SPRUCE ST/ RT 36 , 
2169,2206651,11/3/2022,SPILL TO 250 HOOKER AVE LOT ,Dutchess,  POUGHKEEPSIE ,  250 HOOKER AVE , 
2170,2206652,11/3/2022,TRANSFORMER ,Orange,  TUXEDO PARK ,  33 TURTLE MOUNTAIN RD , 
2171,2206653,11/3/2022,RESIDENTIAL ,Rockland,  POMONA ,  239 QUAKER RD , 
2172,2206654,11/3/2022,COMMERCIAL ,Niagara,  NIAGARA FALLS ,  3943 BUFFALO AVE , 
2173,2206655,11/3/2022,REFRIGERANT_CORNELL ,Tompkins,  ITHACA ,  507 TOWER ROAD , 
2174,2206656,11/3/2022,WESTCHESTER COUNTY AIRPORT ,Westchester,  WHITE PLAINS ,  240 AIRPORT RD , 
2175,2206657,11/3/2022,MVA - TOWNSEND X NY 5 (GENESEE TPK) ,Onondaga,  FAYETTEVILLE ,  8293 GENESEE TURNPIKE , 
2176,2206658,11/3/2022,SURNAMER - UST ,Westchester,  BEDFORD ,  55 OLD LOGGING RD , 
2177,2206659,11/3/2022,RESIDENCE ,Orange,  NEWBURGH ,  34 SUSAN DR / 32 SUSAN DR , 
2178,2206660,11/3/2022,CENTRAL HUDSON POLE P25359 ,Dutchess,  RED HOOK ,  500 WEST KERLEY CORNERS RD , 
2179,2206665,11/3/2022,PLANTING FIELDS ,Nassau,  OYSTER BAY ,  1395 PLANTING FIELDS RD , 
2180,2206661,11/3/2022,HAYES RESIDENCE ,Suffolk,  FARMINGVILLE ,  299 SOUTH BICYCLE PATH , 
2181,2206662,11/3/2022,FARM VEHICLE RELEASE ,Lewis,  TURIN ,  3568 EAST ROAD , 
2182,2206663,11/3/2022,CLINTON COUNTY LANDFILL LEACHATE ,Clinton,  MORRISONVILLE ,  286 SAND RD , 
2183,2206664,11/3/2022,VILLAGE OF ENDICOTT STREETS DEPARTMENT ,Broome,  ENDICOTT ,  104-108 JENNINGS ST , 
2184,2206667,11/3/2022,TRINDER RESIDENCE ,Suffolk,  BABYLON ,  22 POND PL , 
2185,2206668,11/3/2022,PSEG LI POLE 10 ,Nassau,  BALDWIN ,  713 LINCOLN ST , 
2186,2206669,11/3/2022,SLANTFIN CORP ,Nassau,  GREENVALE ,  100 FOREST DR , 
2187,2206670,11/3/2022,NYSEG TRANSFORMER ,Broome,  COLESVILLE ,  76 DYER FLAT RD , 
2188,2206671,11/3/2022,GASOLINE_YARD ,Onondaga,  SKANEATLES ,  ORCHARD ROAD & WEST GENESEE STREET , 
2189,2206672,11/3/2022,NATIONAL GRID ,Genesee,  BERGEN ,  7852 HEWES RD , 
2190,2206673,11/3/2022,PALMER RESIDENCE ,Nassau,  MASSAPEQUA PARK ,  188 FIRST AVE , 
2191,2206674,11/3/2022,POLE TRANSFORMER #52674 ,Queens,  QUEENS ,  135-34 130TH STREET , 
2192,2206675,11/4/2022,EXCAVATION SITE ,New York,  MANHATTAN ,  AVENUE C & E 20TH ST , 
2193,2206676,11/4/2022,SNYDERS INDUSTRIES ,Erie,  TONAWANDA ,  340 WALES AVE , 
2194,2206677,11/4/2022,CEMINO - UST ,Westchester,  NEW ROCHELLE ,  19 GLENN PLACE , 
2195,2206678,11/4/2022,COMMERCIAL ,Orange,  NEW WINDSOR ,  2989 RT 9W , 
2196,2206679,11/4/2022,RESIDENTIAL ,Nassau,  BETHPAGE ,  4310 LUDWIG LN , 
2197,2206680,11/4/2022,GLEN ISLAND PARK - PBS AST ,Westchester,  NEW ROCHELLE ,  PELHAM RD , 
2198,2206681,11/4/2022,WATERWAY ,Suffolk,  VILLAGE OF GREENPORT ,  114 MAIN ST , 
2199,2206683,11/4/2022,RESIDENCE ,Nassau,  VALLEY STREAM ,  74 BRENTWOOD LN , 
2200,2206682,11/4/2022,MVA ,Orange,  WARWICK ,  696 COUNTY ROUTE 1 , 
2201,2206688,11/4/2022,MOONBEAM GATEWAY MARINA ,Kings, ,  3260 FLATBUSH AVE , 
2202,2206684,11/4/2022,CON ED EXCAVATION ,Westchester,  PELHAM ,  648 TIMPSON ST , 
2203,2206685,11/4/2022,RESIDENTIAL ,Queens,  OZONE PARK ,  96-12 PITKIN AVE , 
2204,2206686,11/4/2022,NEENAH PAPER ,Jefferson,  BROWNVILLE ,  101 BRIDGE ST , 
2205,2206687,11/4/2022,OLIVERI RESIDENCE ,Putnam,  BREWSTER ,  195 OVERLOOK DR , 
2206,2206689,11/4/2022,PADMOUNT TRANSFORMER ,Ulster,  KINGSTON ,  25 BOICES LN , 
2207,2206690,11/4/2022,NEWTOWN CREEK BIOGAS FACILITY ,Kings,  BROOKLYN ,  327 GREEN POINT AVE , 
2208,2206691,11/4/2022,RESIDENCE ,Dutchess,  HOPEWELL JUNCTION ,  2 CAVELO RD , 
2209,2206692,11/4/2022,COMMERCIAL ,Steuben,  REXVILLE ,  1715 COUNTY ROUTE 60 , 
2210,2206693,11/4/2022,FACILITY ,Queens,  LONG ISLAND CITY ,  3854 VERNON BLVD , 
2211,2206694,11/4/2022,7-11 STATION DISPENSER ,Monroe,  WEBSTER ,  828 RIDGE RD E AND FIVE MILE , 
2212,2206695,11/4/2022,MUNICIPAL FACILITY ,Nassau,  BAYVILLE ,  34 SCHOOL ST , 
2213,2206696,11/4/2022,BLANK - OUTDOOR AST ,Westchester,  SOUTH SALEM ,  17 HOWE STREET , 
2214,2206697,11/4/2022,VAULT TRANSFORMER ,New York,  MANHATTAN ,  WEST ST AND WEST 10TH ST , 
2215,2206698,11/4/2022,NYS DOT ,Rensselaer,  RENSSELAER ,  288 TROY RD , 
2216,2206699,11/4/2022,CANADIAN PACIFIC RAILWAY RAILYARD MM 189.19 ,Clinton,  ROUSES POINT ,  554 HAYFORD RD , 
2217,2206700,11/4/2022,ON ROADWAY ,New York,  MANHATTAN ,  WEST ST CORNER WEST 10TH ST , 
2218,2206701,11/4/2022,JFK BUILDING 260 ,Queens,  queens ,  JFK AIRPORT , 
2219,2206702,11/4/2022,SALAFRIO RESIDENCE ,Suffolk,  SELDEN ,  99 HIGHVIEW DR , 
2220,2206703,11/4/2022,RTG ,Steuben,  CAMPBELL ,  3905 LEWIS RD , 
2221,2206704,11/4/2022,ROADWAY SPILL ,Putnam,  BREWSTER ,  334 TURK HILL RD , 
2222,2206705,11/4/2022,SHEEN_POND ,Onondaga,  EAST SYRACUSE ,  6438 BASILE ROWE , 
2223,2206706,11/4/2022,BALLARD RD. WILTON MVA ,Saratoga,  GANESVOORT ,  BALLARD RD & DIMMICK RD , 
2224,2206707,11/4/2022,CUMBERLAND FARMS 08-0224 ,Suffolk,  RONKONKOMA ,  316 SMITHTOWN BLVD , 
2225,2206708,11/4/2022,O&R POLE 57850/38819 ,Rockland,  CHESTNUT RIDGE ,  6 GARY DR , 
2226,2206709,11/4/2022,TOPS MARKET #246 ,Genesee,  LE ROY ,  128 WEST MAIN ST , 
2227,2206710,11/4/2022,7-11 GAS STATION ,Tompkins,  ITHICA ,  210 SOUTH CAYUGA ST , 
2228,2206711,11/4/2022,CASSAGNOL RESIDENCE ,Nassau,  HEMPSTEAD ,  20 FLINT AVE , 
2229,2206712,11/5/2022,DIESEL_CSX ,Onondaga,  EAST SYRACUSE ,  600 FREMONT ROAD , 
2230,2206713,11/5/2022,TRANSFORMER POLE #5 ,Nassau,  BELLMORE ,  2497 RIVIERA LN , 
2231,2206714,11/5/2022,RR MP57-9 ,Dutchess,  BEACON ,  METRO NORTH HUDSON LINE , 
2232,2206715,11/5/2022,CONTAINMENT ,Erie,  BUFFALO ,  1836 BROADWAY ST , 
2233,2206716,11/5/2022,FORMER TENANT COMPLAINT ,Westchester,  IRVINGTON ,  94 MAIN ST , 
2234,2206717,11/5/2022,MANURE_FARM ,Cayuga,  SCIPIO ,  1673 KINGS CORNERS ROAD , 
2235,2206718,11/5/2022,VICKORS RESIDENCE ,Nassau,  GLEN COVE ,  56 VIOLA DR , 
2236,2206720,11/5/2022,NAT GRID EASEMENT ,Erie,  LACKAWANNA ,  2025 ELECTRIC AVENUE , 
2237,2206719,11/5/2022,AUTO REPAIR SHOP PRIVATE RESIDENCE ,Queens,  QUEENS ,  6032 78TH AVE , 
2238,2206721,11/5/2022,RESIDENTIAL ,Erie,  WEST SENECA ,  194 CROFTON DR , 
2239,2206722,11/5/2022,BUFFALO HARBOR- OLD BETHLEHEM STEEL PLANT ,Erie,  BUFFALO ,  SOUTH GAFT BUFFALO HARBOR , 
2240,2206732,11/5/2022,VALERO GAS ,Nassau,  HEMPSTEAD ,  416 CLINTON ST , 
2241,2206723,11/5/2022,LS POWER ,Montgomery,  AMSTERDAM ,  680 HUGHES ROAD , 
2242,2206724,11/6/2022,GASOLINE IN BACK YARD ,Kings,  BROOKLYN ,  93 MONTROW AVE , 
2243,2206725,11/6/2022,TRANSFORMEROIL_NATGRID ,Onondaga,  SYRACUSE ,  637 ONEIDA STREET , 
2244,2206726,11/6/2022,TRANSFORMEROIL_NATGRID ,Madison,  MUNNSVILLE ,  6164 WILLIAMS ROAD , 
2245,2206727,11/6/2022,NAT GRID TRANSFORMER ,Jefferson,  WATERTOWN ,  512 ACADEMY ST , 
2246,2206728,11/6/2022,NATIONAL GRID ROADWAY ,Erie,  EDEN ,  2336 MARCH RD , 
2247,2206729,11/6/2022,NATIONAL GRID POLE 94-2 ,Franklin,  SARANAC LAKE ,  1991 ST RT 86 , 
2248,2206730,11/6/2022,SOK RESIDENCE ,Nassau,  HICKSVILLE ,  24 SUMMER LN , 
2249,2206731,11/6/2022,CUMBERLAND FARMS ,Rensselaer,  STEPHENTOWN ,  RT 22 AND RT 43 , 
2250,2206733,11/6/2022,EARL T WADHAMS MVA ,Yates,  MILO ,  1274 HIMROD ROAD , 
2251,2206734,11/6/2022,HOTEL CONTRACTORS ,Ulster,  PINE HILL ,  53 BIRCH CREEK RD , 
2252,2206735,11/6/2022,DIPPEL RESIDENCE ,Nassau,  LEVITTOWN ,  710 PIPER LN , 
2253,2206736,11/6/2022,GAS SMELL ,Nassau,  LONG BEACH ,  561 E WALNUT ST , 
2254,2206737,11/6/2022,PETRONIS - BASEMENT AST ,Westchester,  KATONAH ,  15 MOWHAWK TRAIL , 
2255,2206738,11/6/2022,CASSIERO RESIDENCE ,Nassau,  HICKSVILLE ,  69 CEDAR ST , 
2256,2206739,11/6/2022,KLEIMAN RESIDENCE ,Nassau,  WOODBURY ,  6 SPARROW LN , 
2257,2206880,11/7/2022,FORMER RGL CONCRETE PROPERTY ,Broome,  CONKLIN ,  4551 MURPHY ROAD , 
2258,2206740,11/7/2022,SEWAGE_COMPLEX ,Onondaga,  EAST SYRACUSE ,  5890 BOWMAN ROAD , 
2259,2206741,11/7/2022,CASELLA GARBAGE TRUCK ,Franklin,  SARANAC LAKE ,  247 BROADWAY ST , 
2260,2206742,11/7/2022,FUEL ODOR ,Sullivan,  WOODRIDGE ,  28 EDELWEISS DR , 
2261,2206743,11/7/2022,GROUND ,Nassau,  HEMPSTEAD ,  416 CLINTON ST , 
2262,2206744,11/7/2022,YERDON RESIDENCE ,Rensselaer,  PETERSBURG ,  CC DAM RD , 
2263,2206745,11/7/2022,PAVEMENT ,Steuben,  PAINTED POST ,  OFF RAMP I86 , 
2264,2206949,11/7/2022,HARMER MINE - BULLOCK PIT ,St Lawrence,  EDWARDS ,  COUNTY ROUTE 24 AND CAMPBELL ROAD , 
2265,2206746,11/7/2022,COMMERCIAL ,Monroe,  GREECE ,  25 PENNELS DR , 
2266,2206747,11/7/2022,RESIDENTIAL ,Queens,  QUEENS ,  60-20 59TH AVE , 
2267,2206748,11/7/2022,CONCRETE ,Erie,  CHEEKTOWAGA ,  4590 GENESEE ST , 
2268,2206749,11/7/2022,OVERFILL AT 7-11 ,Westchester,  BEDFORD HILLS ,  9 HAINES RD , 
2269,2206750,11/7/2022,RESIDENCE ,Orange,  NEW WINDSOR ,  10 BARCLAY RD , 
2270,2206751,11/7/2022,DENNY & SONS CUSTOM AUTO BODY INC ,Suffolk,  SELDEN ,  1166 MIDDLE COUNTRY RD , 
2271,2206752,11/7/2022,CON ED FEEDER Y50 ,Westchester,  YONKERS ,  MIDLAND AVE & MILE SQUARE RD , 
2272,2206753,11/7/2022,BROOKFIELD GLENS FALLS HYDRO POWER STATION ,Warren,  GLENS FALLS ,  1 GLEN ST , 
2273,2206754,11/7/2022,RESIDENTIAL ,New York,  MANHATTAN ,  60 HAMILTON TERRACE , 
2274,2206755,11/7/2022,SALVATION ARMY FAMILY STORE ,Nassau,  ELMONT ,  462 HEMPSTEAD TURNPIKE , 
2275,2206756,11/7/2022,MOMENTIVE PERFORMACE MATERIALS ,Saratoga,  WATERFORD ,  260 HUDSON RIVER RD , 
2276,2206757,11/7/2022,RODRIGUEZ RESIDENCE ,Suffolk,  HUNTINGTON STATION ,  16 E 20TH ST , 
2277,2206758,11/7/2022,SOIL ,Suffolk,  COPIAGUE ,  80 RALPH AVE , 
2278,2206759,11/7/2022,SAMUELS - UST ,Westchester,  CORTLANDT MANOR ,  15 BROOK LANE , 
2279,2206760,11/7/2022,TIMBER MAT ,Chautauqua,  DUNKIRK ,  POLE 35; 161 162 LINE NEAR MAIN ST , 
2280,2206761,11/7/2022,RIGHT OF WAY ,Erie,  BLASDELL ,  END OF WILLETT RD STRUCTURE 49 , 
2281,2206762,11/7/2022,RESIDENTIAL ,Albany,  ALTAMONT ,  123 MAPLE AVE , 
2282,2206763,11/7/2022,CENTRAL HUDSON TRANSFORMER ,Orange,  NEW WINDSOR ,  348 UNION AVE , 
2283,2206764,11/7/2022,TRANSFORMER- CONCRETE ,Ontario,  VICTOR ,  17 MOORE STREET , 
2284,2206765,11/7/2022,VAULT TRANSFORMER ,Nassau,  ELMONT ,  1415 HEMPSTEAD TURNPIKE , 
2285,2206766,11/7/2022,PILGRIM STATE FACILITY ,Suffolk,  BRENTWOOD ,  998 CROOKED HILL RD BUILDING 20 TANK # 54 , 
2286,2206767,11/7/2022,SHIELDS RESIDENCE ,Suffolk,  NORTHPORT ,  140 OCEAN AVE , 
